case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
sphere_M3_medium,3.0,12288,0.004887970297559709,0.8461282616531345,0.8461282616531345,,forebody,1.9247600845459625,0.8460388468514196,0.10790541521210592,0.21581083042421184,0.00392452620328651,1.5319178199932362,0.002561838599999991,12044.31102,12044.70136101612,12062.00911,12.04470136101612,3.5259559565,11.674553278,20000,20000,0
