case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run
dp001_coarse_Co0p05,20.0,3072,0.017437032623591156,0.3525175966140829,0.3525175966140829,,forebody,2.3840222523639865,0.3524615802135151,0.040480343951969436,0.06746723991994906,0.8537522670986125,0.006005951243433338,1.563851804677847,0.003840486180000005,508461.5533,509033.19776922546,508461.5533,509.03319776922547,0.79875451314,1.0118026465,105000,40000,0,dp001_coarse_Co0p1,95000,0.05,2
