design,arm,fidelity,status,feasible,peak_heat_flux_w_m2,peak_bondline_temperature_k,max_g,integrated_external_heat_j_m2,peak_surface_temperature_k,max_dynamic_pressure_pa,entry_duration_s,nose_radius_m,diameter_m,mass_kg,cd,entry_flight_path_angle_deg,shoulder_radius_m,cone_half_angle_deg,aero_shape_extrapolated,aero_time_fraction_below_cfd_mach,aero_time_fraction_above_cfd_mach,aero_heat_fraction_below_cfd_mach,aero_heat_fraction_above_cfd_mach,aero_mach_top_of_table,aero_cd_at_peak_heating,aero_mach_at_peak_heating,aero_cd_fore_std_max,surface_training_hash,gate_G4_status_at_build,gate_G4_status_at_evaluation
baseline_capsule,surface:nominal,1,OK,False,1867563.2676823775,504.34059970158563,12.254329254813834,130607218.12921818,2476.089740200991,41841.359091405335,240.02325641772782,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10710097335462669,0.09082453227807245,0.002092206183061399,0.029064427231048504,27.0,0.8898708428601941,18.930484598039985,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:low_mach_x0.7,1,OK,False,1867563.2676823775,504.57667483185173,12.254329254813834,130643385.6895312,2476.089740200991,41841.359091405335,238.434551820603,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10114434071127261,0.09142970191837883,0.0023680783398023373,0.02905638098041519,27.0,0.8898708428601941,18.930484598039985,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:low_mach_x1.3,1,OK,False,1867563.2676823775,504.15022755184026,12.254329254813834,130577784.88223875,2476.089740200991,41841.359091405335,241.67912490134165,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.11322575583832584,0.0902022465072198,0.001867659746230895,0.02907097857870521,27.0,0.8898708428601941,18.930484598039985,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:u_base=+1,1,OK,False,1864092.614975561,503.81539798312485,12.29521678580386,130168137.18774027,2474.928314646645,41546.00105777308,240.96849214797135,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.1130891160746496,0.08806585408538667,0.0020214716728729786,0.028468599544856983,27.0,0.8938495810424226,18.95168650836203,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:u_base=-1,1,OK,False,1874586.5476833442,505.0469039359681,12.172981103417092,131423745.4751566,2478.4921136707794,42454.244979417585,239.00663120598708,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10074557271142903,0.08879425196453168,0.0021629980614476635,0.028199586225538267,27.0,0.8819139758267723,18.94807731792313,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:z_gp=+2,1,OK,False,1867289.5504606566,504.2283726660226,12.279709780301463,130509174.29634684,2476.050152746244,41764.56992526223,240.07977796712694,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10757161037767944,0.08860171636332928,0.002100618367983622,0.02849532166155152,27.0,0.8901208354288394,18.98523557548965,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:z_gp=-2,1,OK,False,1867765.338781316,504.4496979181213,12.228974199543336,130705922.75502682,2476.169921906884,41923.01504499498,239.9659031540269,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10662891897535136,0.08964976186535766,0.002083919249580413,0.028933685704817164,27.0,0.8896066054831453,18.92403983750919,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:u_model_form=+1,1,OK,False,1820817.1999033587,502.7620459685309,12.193738984962252,127478381.90608004,2460.1369678150404,39654.208949663145,240.81538654607468,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.11223670432087306,0.0882951884987847,0.002128901507510607,0.029152383667527502,27.0,0.9343632351044767,18.912704758816957,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
baseline_capsule,surface:u_model_form=-1,1,OK,False,1917955.0137327593,505.9919162126649,12.3181448626992,133973680.95092972,2493.0158678411353,44272.73463120957,239.19619070236578,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10169537239995619,0.0908534863464728,0.0020512051362996096,0.02866909413131522,27.0,0.8453794000242513,18.966648328212106,0.0034218736578444132,b63b68a40321f38b,PASS,PASS
