design,arm,fidelity,status,feasible,peak_heat_flux_w_m2,peak_bondline_temperature_k,max_g,integrated_external_heat_j_m2,peak_surface_temperature_k,max_dynamic_pressure_pa,entry_duration_s,nose_radius_m,diameter_m,mass_kg,cd,entry_flight_path_angle_deg,shoulder_radius_m,cone_half_angle_deg,aero_shape_extrapolated,aero_time_fraction_below_cfd_mach,aero_time_fraction_above_cfd_mach,aero_heat_fraction_below_cfd_mach,aero_heat_fraction_above_cfd_mach,aero_cd_at_peak_heating,aero_mach_at_peak_heating,aero_cd_fore_std_max,surface_training_hash,gate_G4_status_at_build,gate_G4_status_at_evaluation
baseline_capsule,surface:nominal,1,OK,False,1867451.1555054858,504.28879234721325,12.27337358454899,130521543.48731229,2476.1047660807653,41751.18166899088,240.05469422312623,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10738904486123671,0.6004453436281093,0.002101384146907315,0.5374143938536978,0.8903846328427155,18.986863334065486,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:low_mach_x0.7,1,OK,False,1867451.1555054858,504.52441912689176,12.27337358454899,130557773.97321644,2476.1047660807653,41751.18166899088,238.4628723532818,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10134601408410042,0.6044535232671495,0.0023737148012140112,0.5372652584630683,0.8903846328427155,18.986863334065486,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:low_mach_x1.3,1,OK,False,1867451.1555054858,504.0974231596209,12.27337358454899,130492070.46711269,2476.1047660807653,41751.18166899088,241.71372914604012,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.11351560106630856,0.5963241056748518,0.0018759981448544525,0.5375357746029564,0.8903846328427155,18.986863334065486,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:u_base=+1,1,OK,False,1863485.4051432225,503.7467223070566,12.31293181999578,130063428.33683711,2474.7618567370264,41451.54954329032,240.9976153955397,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.11328690537200972,0.5980549225303319,0.0020260948171325894,0.5388932339182273,0.894421142585999,18.900969950767955,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:u_base=-1,1,OK,False,1875482.2118726808,504.989583744432,12.194500402383827,131377008.44811273,2478.793840721799,42364.5093497469,239.04288704787396,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.1008298403081352,0.6039177984410536,0.0021600943060446306,0.5375590346670904,0.882447682351371,18.956837673418885,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:z_gp=+2,1,OK,False,1866967.3639918303,503.92211715504106,12.372676146737293,130059888.31077981,2475.9301068390196,41278.20230673869,240.23443398524324,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10855608185271902,0.5999958925249018,0.002123257506989252,0.5393199373433409,0.8930087621643162,18.995284959679704,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:z_gp=-2,1,OK,False,1867922.4687231241,504.66203621427894,12.17202893689308,130994655.10362118,2476.2803442094064,42245.86403326137,239.8666110986261,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10604369610246847,0.6009163695187786,0.0020718516827320193,0.5354754476385211,0.887523191250185,18.888546584401823,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:u_model_form=+1,1,OK,False,1820806.3543006058,502.7101633487464,12.212757851129844,127394428.85267118,2460.118660531487,39566.64398761967,240.84578507357895,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.11241882017131036,0.5963070770659145,0.0021326394329907504,0.5398140439625888,0.9349237933701579,18.943603323235884,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
baseline_capsule,surface:u_model_form=-1,1,OK,False,1917921.5070891955,505.948556037197,12.336828550203954,133886306.1019669,2492.982322638895,44175.82767811084,239.22875978477063,0.6,1.2,350.0,1.2,-3.0,0.12,25.0,0.0,0.10189028843051212,0.604783333020211,0.0020549708530007565,0.5348070983965022,0.8458811322379466,18.949127024590872,0.010757388319167597,fb657af4a92b40c7,IN_PROGRESS,IN_PROGRESS
