case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations
dp026_coarse_a0,11.334642525413372,3072,0.011942827944335554,1.1992380100914355,1.1992380100914355,,forebody,1.7406472436023759,1.1992375428268462,0.07287477586062166,0.12145795976770277,0.6971686611506223,0.007111713069515815,1.5858802363642515,0.004484394789999999,165210.0212,165234.81988367357,165664.4839,165.23481988367357,0.39411301497,31.671134302,15000,10000,1,1500
