case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
spherefullbody_M3_x1,3.0,3072,0.04300440271643322,0.9710405187079472,0.8451870204773345,0.12585349823061248,full,1.850946007431031,0.971316329817445,0.10885373613950863,0.21770747227901727,0.46891835867889653,0.008129740447028341,1.584781457610849,0.005129881099999997,11923.75313,11926.86408118378,11953.58954,11.92686408118378,0.068213471964,2.1297072324,25000,10000,3
