case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations
fore_co0.2,3.0,4800,0.00782075618989207,0.8451614328021587,0.8451614328021587,,forebody,1.9264905573794873,0.8450382737378859,0.10800041275940224,0.21600082551880448,0.006553465702591937,1.607087047605617,0.0040778536,11971.69446,11972.585063270792,11994.96016,11.972585063270792,1.0701273252,11.674156695,15000
