x_m,r_m,p_pa,cp
2.558275719e-05,0.004086614013,46740.45732,1.8150975126984128
0.0001013355697,0.009534879439,46816.05964,1.8180976047619049
0.0002521158979,0.01552665674,46724.47929,1.814463463888889
0.0004778332694,0.02159397824,46690.57448,1.813118034920635
0.0007784466497,0.02768403902,46602.08233,1.8096064416666666
0.001154520689,0.03378173003,46490.84973,1.8051924496031746
0.001606263186,0.03988066133,46358.46899,1.7999392456349206
0.002133017027,0.04597740574,46217.69755,1.7943530773809522
0.002734415301,0.05206972845,46063.08651,1.7882177186507937
0.003410368361,0.05815594492,45899.8212,1.7817389365079364
0.004161075073,0.06423462709,45721.70612,1.774670877777778
0.004987010143,0.07030446149,45537.67009,1.7673678607142858
0.005887740691,0.076364353,45336.16412,1.759371592063492
0.006862551334,0.08241332091,45130.7299,1.7512194404761905
0.007911297192,0.08845035755,44902.1058,1.7421470555555554
0.00903382255,0.09447448522,44669.19041,1.7329043813492064
0.01023084213,0.1004845588,44416.32041,1.7228698575396826
0.01150215634,0.1064796224,44155.89544,1.7125355333333334
0.01284670765,0.1124589075,43880.97375,1.7016259424603173
0.01426429627,0.1184214967,43591.1222,1.6901238968253967
0.01575471172,0.1243664806,43289.44714,1.678152664285714
0.01731831015,0.1302927954,42967.2462,1.6653669126984127
0.01895513464,0.1361994507,42635.32948,1.6521956142857144
0.02066436301,0.1420856922,42289.85804,1.63848643015873
0.02244545564,0.1479507092,41928.68149,1.6241540273809525
0.02429814803,0.1537936214,41553.67118,1.6092726658730159
0.02622244794,0.1596134551,41174.05882,1.5942086833333333
0.028218627,0.165409131,40791.69365,1.5790354623015874
0.03028609566,0.1711798606,40377.28879,1.562590825
0.03242398474,0.1769249659,39911.85656,1.5441212920634921
0.03463197672,0.1826435893,39483.77199,1.5271338091269842
0.03690974379,0.1883348776,39114.8294,1.5124932301587302
0.0392577711,0.1939976269,38747.19757,1.4979046654761903
0.04167569431,0.1996309785,38292.97818,1.4798800865079365
0.04416232872,0.2052344201,37789.14279,1.4598866186507935
0.04671730501,0.2108071175,37283.71654,1.4398300214285715
0.04934024379,0.216348241,36806.88703,1.4209082154761905
0.05203128863,0.221856696,36324.98378,1.4017850706349206
0.05479029439,0.2273315148,35838.04516,1.3824621095238097
0.05761630975,0.2327721296,35314.27106,1.361677423015873
0.06050864842,0.2381778605,34792.29523,1.3409640964285716
0.06346688088,0.2435479032,34252.53415,1.319545005952381
0.06649082553,0.2488813085,33725.94412,1.2986485761904762
0.06958053943,0.2541769704,33184.2547,1.2771529642857142
0.07273529335,0.2594342341,32660.04929,1.2563511623015873
0.07595410206,0.2646526089,32116.05002,1.2347638896825397
0.07923648755,0.2698313189,31579.3006,1.2134643095238096
0.08258196246,0.2749695946,31023.88834,1.1914241404761905
0.08599076681,0.2800661639,30472.08179,1.1695270551587302
0.08946237892,0.2851202562,29937.41049,1.148309940079365
0.09299553595,0.290131603,29399.01279,1.126944951984127
0.09658971315,0.2950994597,28859.65785,1.1055419781746032
0.1002443768,0.300023088,28285.71669,1.0827665353174603
0.1039594537,0.3049013884,27683.91558,1.058885538888889
0.1077346139,0.3097334403,27075.56801,1.0347447623015873
0.1115688137,0.3145188736,26493.1214,1.0116318015873016
0.1154612472,0.3192571562,25977.04737,0.9911526734126984
0.1194113363,0.323947584,25537.02019,0.9736912773809524
0.1234187174,0.3285892624,25070.25559,0.9551688726190476
0.1274832308,0.3331810962,24536.77293,0.9339989257936507
0.1316040343,0.3377225853,24040.3601,0.9143000039682541
