case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
sphere_M6_medium,6.0,12288,0.004061863645269853,0.870898409245509,0.870898409245509,,forebody,2.329128434292185,0.8710890761233475,0.07477990100010921,0.14955980200021843,0.002854634683512755,1.5474201224470845,0.0018447703000000065,46740.45732,46741.41159530168,46816.05964,46.74141159530168,21.981211348,37.099188113,20000,20000,0
