case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,restart_consecutive_passes_required,restart_passed_in_a_row
dp011_coarse_Co0p05,20.0,3072,0.010759249140860721,1.3913432119808897,1.3913432119808897,,forebody,1.5234552017380432,1.3910318478816053,0.12651473852052328,0.21085789753420547,0.5429264704570725,0.009891385504215006,1.5599356734497596,0.006340893200000003,509795.1535,509826.3567310126,510542.6439,509.8263567310126,2.1242782075,2.1948786744,135000,40000,0,dp011_coarse_Co0p1,95000,0.05,8,2,False
