case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations
fore_proto,3.0,4800,0.00782075618989207,0.8459693357475386,0.8459693357475386,,forebody,1.9165025181689528,0.8458182612288258,0.10801963192359756,0.21603926384719513,0.006590849391329659,1.6162545392334973,0.0040778536,11942.53964,11940.866015757798,11969.83855,11.940866015757798,12.753925819,11.669997863,6000
