case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations
dp051_coarse_c0,3.4643505936645798,3072,0.015428482168236448,1.4445215838405498,1.4445215838405498,,forebody,1.3364115529648994,1.4446991199909118,0.2431246013624079,0.40520766893734644,0.5603498706382304,0.019925196976985526,1.6199259422697385,0.012300066599999993,15877.15903,15878.218529965849,15894.05856,15.87821852996585,0.15751803394,5.9524544338,30000,10000,4,1500
