case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run
dp011_coarse_Co0p1,20.0,3072,0.010759249140860721,1.391045543458274,1.391045543458274,,forebody,1.5230632245649764,1.3909585457985196,0.12634413602394884,0.21057356003991473,0.5435428246160425,0.010060689884883178,1.5866360727985727,0.006340893200000003,510688.934,510697.35247322853,511485.8864,510.69735247322853,2.1913574183,2.8160716428,95000,40000,0,dp011_coarse_c0,55000,0.1,8
