iteration,cd_fore,cd_aft,cd_viscous,cd_total,mean_abs_drho_dtau_kg_m3_s
55005,1.3910023943722631,,0.0,1.3910023943722631,2.8160716428
55010,1.390996036473333,,0.0,1.390996036473333,2.8272448736
55015,1.390990069890935,,0.0,1.390990069890935,2.818172445
55020,1.3909844158433724,,0.0,1.3909844158433724,2.7938081874
55025,1.3909789856586054,,0.0,1.3909789856586054,2.7662751518
55030,1.3909736894823006,,0.0,1.3909736894823006,2.7462571034
55035,1.3909684416436257,,0.0,1.3909684416436257,2.7237304264
55040,1.3909631817773842,,0.0,1.3909631817773842,2.7054404107
55045,1.3909578362403106,,0.0,1.3909578362403106,2.6930753899
55050,1.3909523323440685,,0.0,1.3909523323440685,2.6734790919
55055,1.3909466109512287,,0.0,1.3909466109512287,2.6477696055
55060,1.3909406320002178,,0.0,1.3909406320002178,2.6394276149
55065,1.390934370480974,,0.0,1.390934370480974,2.6676385351
55070,1.3909278285534565,,0.0,1.3909278285534565,2.691157131
55075,1.3909210308866824,,0.0,1.3909210308866824,2.6981721216
55080,1.3909140169056038,,0.0,1.3909140169056038,2.7150095722
55085,1.390906837062338,,0.0,1.390906837062338,2.721482336
55090,1.390899551949446,,0.0,1.390899551949446,2.7284996817
55095,1.390892239712004,,0.0,1.390892239712004,2.724323997
55100,1.3908849925007247,,0.0,1.3908849925007247,2.7198639397
55105,1.390877911560888,,0.0,1.390877911560888,2.7130433263
55110,1.3908711025713762,,0.0,1.3908711025713762,2.7209421456
55115,1.390864668687329,,0.0,1.390864668687329,2.7292444591
55120,1.3908587007862188,,0.0,1.3908587007862188,2.72749114
55125,1.3908532715563813,,0.0,1.3908532715563813,2.7257929622
55130,1.390848432950538,,0.0,1.390848432950538,2.7221463478
55135,1.3908442140713062,,0.0,1.3908442140713062,2.7162734903
55140,1.3908406206482649,,0.0,1.3908406206482649,2.7061063887
55145,1.3908376335828199,,0.0,1.3908376335828199,2.693907892
55150,1.3908352081296966,,0.0,1.3908352081296966,2.6855042759
55155,1.3908332785806394,,0.0,1.3908332785806394,2.6740943253
55160,1.3908317710422822,,0.0,1.3908317710422822,2.6547789427
55165,1.3908305666713547,,0.0,1.3908305666713547,2.6327780897
55170,1.390829527957987,,0.0,1.390829527957987,2.6234419548
55175,1.3908285044780206,,0.0,1.3908285044780206,2.6131070323
55180,1.390827324912528,,0.0,1.390827324912528,2.609065056
55185,1.3908258201934869,,0.0,1.3908258201934869,2.6026285582
55190,1.390823851878833,,0.0,1.390823851878833,2.5927311676
55195,1.3908213143124202,,0.0,1.3908213143124202,2.5783832913
55200,1.390818133464464,,0.0,1.390818133464464,2.5759782233
55205,1.3908142692961278,,0.0,1.3908142692961278,2.5777187744
55210,1.390809715168377,,0.0,1.390809715168377,2.5871184227
55215,1.3908045017526425,,0.0,1.3908045017526425,2.5987310581
55220,1.3907986911420889,,0.0,1.3907986911420889,2.6060808629
55225,1.390792370530888,,0.0,1.390792370530888,2.6097941148
55230,1.3907856380266947,,0.0,1.3907856380266947,2.6151921605
55235,1.3907785906003416,,0.0,1.3907785906003416,2.6239300395
55240,1.390771312922259,,0.0,1.390771312922259,2.6275418665
55245,1.390763870882593,,0.0,1.390763870882593,2.6378220534
55250,1.3907563086127355,,0.0,1.3907563086127355,2.6504488148
55255,1.3907486487354248,,0.0,1.3907486487354248,2.6546188193
55260,1.3907408958434186,,0.0,1.3907408958434186,2.6542873751
55265,1.3907330403419467,,0.0,1.3907330403419467,2.6460936778
55270,1.3907250667929798,,0.0,1.3907250667929798,2.6442667236
55275,1.390716964919656,,0.0,1.390716964919656,2.6480492734
55280,1.3907087303338461,,0.0,1.3907087303338461,2.6500299943
55285,1.3907003659003392,,0.0,1.3907003659003392,2.6548809991
55290,1.3906918809865403,,0.0,1.3906918809865403,2.6666824635
55295,1.3906832875290702,,0.0,1.3906832875290702,2.6811985468
55300,1.3906745952591166,,0.0,1.3906745952591166,2.7035937407
55305,1.3906658068823141,,0.0,1.3906658068823141,2.7183941417
55310,1.3906569128948385,,0.0,1.3906569128948385,2.7293788955
55315,1.3906478908331066,,0.0,1.3906478908331066,2.7251243237
55320,1.3906387063651235,,0.0,1.3906387063651235,2.7039224538
55325,1.3906293175421935,,0.0,1.3906293175421935,2.6805665995
55330,1.3906196821200474,,0.0,1.3906196821200474,2.6604522711
55335,1.3906097526705121,,0.0,1.3906097526705121,2.6375231826
55340,1.3905994933382526,,0.0,1.3905994933382526,2.6230513832
55345,1.390588888821658,,0.0,1.390588888821658,2.6170597286
55350,1.390577949875055,,0.0,1.390577949875055,2.6061990123
55355,1.3905667153095134,,0.0,1.3905667153095134,2.5867112935
55360,1.3905552481958638,,0.0,1.3905552481958638,2.5700735518
