case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations
capsuledemo_M6_x2_a1,6.0,12288,0.005535355724571462,1.3967368314388058,1.3967368314388058,,forebody,1.5245353880111578,1.396729246216655,0.10147764739153187,0.16912941231921974,0.6757217253179073,0.00488555124762062,1.648175097674688,0.002964218579999997,46631.08044,46629.29839874452,46662.15503,46.62929839874452,0.99659732184,25.418720412,30000,20000,1,3000
