case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
sphere_M6_coarse,6.0,3072,0.008123727290539706,0.8689038737159874,0.8689038737159874,,forebody,2.328587449742753,0.8688527454182009,0.0752830031024858,0.1505660062049716,0.005738085513100483,1.5543147262720687,0.003691714049999989,46271.82655,46277.058834987656,46410.91807,46.277058834987656,5.4608958135,37.098224564,10000,10000,0
