case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,restart_consecutive_passes_required,restart_passed_in_a_row
dp068_coarse_Co0p05,27.0,3072,0.009545396221656904,1.3187424388377942,1.3187424388377942,,forebody,1.7690744121457,1.3192726208738124,0.1259179550615447,0.20986325843590786,0.5434165155176862,0.010253390409706561,1.6229479183832736,0.006317756899999999,929370.6234,929395.9584512349,930848.8418,929.3959584512348,4.9145646681,5.6997773003,135000,40000,0,dp068_coarse_Co0p1,95000,0.05,8,2,False
