x_m,r_m,p_pa,cp
9.55971792e-05,0.00873526868,46309.42294,1.7979929738095237
0.0003823031052,0.02037858234,46435.00341,1.8029763257936506
0.0009555491909,0.03317732299,46227.80611,1.7947542107142855
0.001815058742,0.0461268197,46088.33782,1.7892197547619049
0.00296042071,0.05910988983,45874.91867,1.7807507408730159
0.004391087673,0.07209004125,45628.33098,1.770965515079365
0.006106375932,0.0850494138,45337.38628,1.7594200904761905
0.008105465799,0.09797636989,45028.43525,1.7471601289682541
0.01038740198,0.1108618467,44624.8193,1.7311436230158732
0.01295109403,0.1236980145,44235.50708,1.7156947253968255
0.01579531688,0.1364777025,43749.00311,1.6963890123015872
0.01891871139,0.1491941268,43214.55251,1.6751806551587303
0.02231978504,0.1618407496,42638.50057,1.652321451190476
0.02599691261,0.1744112027,41982.07004,1.6262726206349205
0.02994833697,0.1868992432,41334.40435,1.600571601190476
0.03417216995,0.1992987285,40607.0539,1.571708488095238
0.03866639317,0.2116036,39895.52965,1.5434733988095237
0.04342885907,0.2238078751,39106.846,1.5121764285714285
0.04845729191,0.235905641,38310.02041,1.4805563654761904
0.05374928884,0.2478910522,37472.37454,1.44731645
0.05930233724,0.2597583214,36627.47306,1.4137886134920634
0.06511379911,0.2715017264,35748.42011,1.3789055599206348
0.07118088057,0.2831156273,34889.40695,1.3448177361111109
0.07750066621,0.2945944527,33997.27509,1.3094156781746034
0.08407013605,0.3059326929,33109.13424,1.2741719936507936
0.09088615083,0.3171249094,32181.6602,1.2373674682539682
0.09794545345,0.3281657362,31207.74829,1.1987201702380952
0.1052446706,0.3390498824,30169.8777,1.1575348293650793
0.1127803143,0.3497721339,29083.19016,1.1144123079365078
0.1205487836,0.3603273558,27976.81176,1.0705084031746033
0.1285463663,0.3707104945,26899.47342,1.0277568817460316
0.1367692407,0.3809165798,26012.21433,0.9925481876984127
0.1452134775,0.390940727,25096.51652,0.9562109730158731
0.1538750416,0.4007781393,24191.32627,0.9202907250000001
0.1627497939,0.41042411,23433.0466,0.890200261904762
0.1718334938,0.4198740245,22415.01724,0.8498022714285715
0.1811218005,0.4291233623,21540.92734,0.8151161642857142
0.1906102754,0.4381676994,20707.57935,0.7820467996031746
0.2002943847,0.4470027101,19659.29922,0.7404483817460318
0.2101695006,0.4556241692,18958.05248,0.7126211301587301
0.2202309044,0.4640279538,17995.18864,0.6744122476190476
0.2304738098,0.4722100167,16734.20583,0.6243732472222222
0.2408933212,0.4801664448,16022.38873,0.5961265369047619
0.2514844365,0.4878934611,15215.04444,0.5640890650793651
0.2622420946,0.4953873712,14057.2051,0.5181430595238095
0.273161155,0.5026445923,13366.79888,0.4907459873015873
0.2842363998,0.5096616548,12886.27897,0.4716777369047619
0.2954625368,0.516435204,12082.65455,0.43978787896825394
0.3068342014,0.5229620017,11304.96679,0.40892725357142856
0.3183459596,0.5292389277,10846.15487,0.39072043134920637
0.3299923106,0.5352629813,10140.87788,0.3627332492063492
0.3417673198,0.5410320832,9527.955402,0.33841092865079364
0.3536299409,0.5466217477,9221.801009,0.3262619448015873
0.3655173629,0.5521596677,9249.473671,0.3273600663095238
0.3774047869,0.5576975886,9289.141623,0.32893419138888885
0.3892922129,0.5632355105,9348.692803,0.33129733345238094
0.4011796407,0.5687734332,9374.493025,0.33232115178571425
0.4130670703,0.5743113569,9373.581043,0.3322849620238095
0.4249545018,0.5798492813,9358.637989,0.3316919836904762
0.436841935,0.5853872065,9321.449623,0.3302162548809524
0.4488658838,0.590599681,8346.883822,0.2915430088095238
0.4612566438,0.594809898,6024.86408,0.19939936825396826
0.4740330226,0.5976450826,4172.895563,0.1259085540873016
0.48704269,0.5990712318,2500.881855,0.059558803769841275
