case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations
sc1p2_coarse_a0,6.0,3072,0.009290084108501328,0.8869041670533978,0.8869041670533978,,forebody,1.9352463607791859,0.8869316047787491,0.09036802713145142,0.15061337855241905,0.5187053721044876,0.006895800054579279,1.5565943237393358,0.004430056020000003,46309.42294,46313.75002087287,46435.00341,46.31375002087287,4.6891225914,35.42871179,15000,10000,1,1500
