case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,restart_consecutive_passes_required,restart_passed_in_a_row
dp053_coarse_Co0p05,9.8805834094756,3072,0.012058177710735916,1.491160539547184,1.491160539547184,,forebody,1.5008394396092197,1.4915996693305071,0.17761500878246536,0.2960250146374423,0.562574644863847,0.014554639756057142,1.6115362673346443,0.00903153100000001,125442.7443,125462.51280383236,125573.5627,125.46251280383235,1.3323292218,1.4696131717,110000,40000,0,dp053_coarse_Co0p1,95000,0.05,3,2,True
