case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run
sphere_M3_fine_Co0p1,3.0,49152,0.0024439851487798544,0.8469180989657618,0.8469180989657618,,forebody,1.9269193948650083,0.8468437412506152,0.10750804443588714,0.21501608887177429,0.4754837939502735,0.0019645498995134736,1.5457632249203157,0.0012709255000000058,12076.02763,12078.246649920731,12076.02763,12.07824664992073,2.3780507535,16.18785986,110000,40000,0,sphere_M3_fine,100000,0.1,2
