case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,restart_consecutive_passes_required,restart_passed_in_a_row
dp061_coarse_Co0p05,20.0,3072,0.012400232652135287,1.3703523250390675,1.3703523250390675,,forebody,1.7260867030244154,1.3696588570669475,0.16595679093523696,0.2765946515587283,0.5829077468543316,0.01398405620198237,1.627400136666892,0.008592881299999994,511560.2225,511525.2992710138,512210.9379,511.5252992710138,1.8393435726,1.8704840197,135000,40000,0,dp061_coarse_Co0p1,95000,0.05,8,2,False
