case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run
sphere_M3_fine_Co0p05,3.0,49152,0.0024439851487798544,0.846920791930521,0.846920791930521,,forebody,1.9263246392573021,0.8468831765350907,0.1075046492792496,0.2150092985584992,0.47550035842866034,0.0019737612309725233,1.5530109601015278,0.0012709255000000058,12031.57861,12031.32066558687,12039.75957,12.03132066558687,1.1973338248,16.315305618,110000,40000,0,sphere_M3_fine,100000,0.05,2
