point_id,mach,bluntness_ratio,cone_half_angle_deg,shoulder_ratio,cd_fore_coarse,cd_fore_finer,finer_level,rel_change
dp013,20.0,0.8,55.65009542095352,0.1,1.3174862221571244,1.317339134511802,medium,-0.00011164264403584756
dp015,20.0,1.2,69.17631373650207,0.1,1.363333110509077,1.364670550636437,medium,0.000981007588717997
dp017,20.0,0.5,25.0,0.1,0.8899271755415644,0.8921106771101017,medium,0.0024535733131292314
dp027,6.137030953140419,0.553734259493649,68.5897280741483,0.0999624370783567,1.3468618605579754,1.343246971125999,medium,-0.0026839348101215244
dp030,7.956512824923746,0.3682430848479271,32.141528306528926,0.0490375317633152,0.7128114774145509,0.715738561159569,medium,0.004106392556465277
dp040,4.5289192398066955,0.7943319926038385,65.6479474902153,0.0708536286652088,1.3696799870253251,1.3662264095751926,medium,-0.0025214484279886262
