case,attempt,sizing_radius_m,standoff_margin,asymptote_margin_deg,status,n_cells,h_m,solver_wall_time_s,total_wall_time_s,verdict,shock_clearance_ok,outer_outlet_min_mach,outer_outlet_n_faces,outer_outlet_mach_deficit_rel,p_stag_rel_error_vs_rayleigh_pitot,reasons,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations,cd_fore_peak_to_peak_rel,cd_fore_drift_rel,cd_fore_converged,max_non_orthogonality_deg,max_skewness,patience_pass,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,courant_pass,restart_consecutive_passes_required,restart_passed_in_a_row
dp006_coarse_a0,0,1.2,2.0,6.0,OK,3072,0.015585385609736145,117.98110866600473,131.22503729000164,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,-0.005858550310076427,,1.274939687633874,1.274939687633874,,forebody,1.4454890674040202,1.2746380177973506,0.18339549845131153,0.30565916408551924,0.6271832821169099,0.015942002571924185,1.591814302652317,0.010014988899999994,11987.4635,11990.304932776196,12012.8675,11.990304932776196,0.088281715095,4.9709037944,15000.0,10000.0,1.0,1500.0,0.0006225224826666766,2.5802077937822274e-05,True,57.03640152,1.018082677,,,,,,,,
dp001_coarse_a0,0,0.6,2.0,24.342995834370537,SOLVER_FAILED,3072,0.015567306821480277,44.40518591699947,57.957598624998354,SOLVER_FAILED,,,,,,rhoCentralFoam returned -4,,,,,,,,,,,,,,,,,,,,,,,,,,51.55659682,0.9247364894,,,,,,,,
dp001_coarse_a1,1,0.6,3.2,28.342995834370537,OK,3072,0.017437032623591156,567.3160758329905,601.9755477919825,REJECTED,True,20.00000000083214,2.0,-4.1607162160062217e-11,-0.0353085801986206,"force criterion not met (p2p 0.004251189929074203, drift 0.00023988971507752507) after 3 extensions",0.35251894727919064,0.35251894727919064,,forebody,2.384780685533948,0.3522843327638567,0.040345662608118206,0.06724277101353035,0.854238845009752,0.005912217413167407,1.5394450431709144,0.003840486180000005,497420.8994,497283.01561019977,499181.8396,497.28301561019975,1.1275045865,24.263489705,25000.0,10000.0,3.0,1500.0,0.004251189929074203,0.00023988971507752507,False,51.54015858,0.9251280279,,,,,,,,
dp001_coarse_c0,2,0.6,3.2,28.342995834370537,OK,3072,0.017437032623591156,1137.2097551670013,1205.358421959987,REJECTED,True,20.00000000083214,2.0,-4.1607162160062217e-11,0.023873689807601295,"force criterion not met (p2p 0.005972207935364963, drift 0.0002536901359560754) after 9 extensions",0.35252709476358807,0.35252709476358807,,forebody,2.3842425349855407,0.3532877870820617,0.04072169623387288,0.06786949372312147,0.8528803075100073,0.006123020275488555,1.5943346723587344,0.003840486180000005,526047.7893,527790.5303400503,526047.7893,527.7905303400504,1.098887814,24.263489705,55000.0,10000.0,9.0,1500.0,0.005972207935364963,0.0002536901359560754,False,,,True,,,,,,,
dp001_coarse_Co0p1,3,0.6,3.2,28.342995834370537,OK,3072,0.017437032623591156,240.6069012519729,244.44587416895956,REJECTED,True,20.00000000083214,2.0,-4.1607162160062217e-11,-0.005798956675592826,"force criterion not met (p2p 0.001030209854842121, drift 3.505605494187757e-05) after 0 extensions",0.3525259964074865,0.3525259964074865,,forebody,2.3836097604433113,0.35265196763169365,0.04049923838801202,0.0674987306466867,0.8536840051184535,0.006028137964094092,1.5696288650865773,0.003840486180000005,511761.6226,512494.75510931783,511761.6226,512.4947551093178,1.0112599932,1.1000431651,95000.0,40000.0,0.0,,0.001030209854842121,3.505605494187757e-05,False,,,,dp001_coarse_c0,55000.0,0.1,8.0,True,,
dp001_coarse_Co0p05,4,0.6,3.2,28.342995834370537,OK,3072,0.017437032623591156,67.51639624898962,71.30416158097796,USABLE,True,20.00000000083214,2.0,-4.1607162160062217e-11,-0.012514115971833717,,0.3525175966140829,0.3525175966140829,,forebody,2.3840222523639865,0.3524615802135151,0.040480343951969436,0.06746723991994906,0.8537522670986125,0.006005951243433338,1.563851804677847,0.003840486180000005,508461.5533,509033.19776922546,508461.5533,509.03319776922547,0.79875451314,1.0118026465,105000.0,40000.0,0.0,,0.0006891219830981329,2.013269229912313e-05,True,,,,dp001_coarse_Co0p1,95000.0,0.05,2.0,True,,
dp010_coarse_a0,0,0.96,2.0,54.12412101043785,OK,3072,0.015656740643377583,215.9841486660007,233.90843812402454,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,0.0032010686942449684,,1.3268807247825016,1.3268807247825016,,forebody,1.3158022322151195,1.3267502323739664,0.2060904811775967,0.34348413529599453,0.47630955074957515,0.014637784174410529,1.4861652981327846,0.009849364799999982,12097.67665,12099.57267779424,12116.28351,12.09957267779424,0.086369832323,3.6734520519,20000.0,10000.0,2.0,1500.0,0.00021101096817955698,9.643964736609632e-05,True,73.31431753,1.288357203,,,,,,,,
dp009_coarse_a0,0,1.62,2.0,6.0,OK,3072,0.0132967090016981,306.52494004201435,320.9298720009683,USABLE,True,20.00000000083214,2.0,-4.1607162160062217e-11,0.01574107086793619,,1.546715257218217,1.546715257218217,,forebody,1.4731421786871872,1.546730154375357,0.18873305515668484,0.31455509192780806,0.5959369504557552,0.01558837874881222,1.5453478075555998,0.010087294699999999,523469.6608,523598.29519820784,524224.2143,523.5982951982079,1.0657721411,52.234305389,25000.0,10000.0,3.0,1500.0,0.0001068192270968807,4.154165879270476e-05,True,67.41008352,1.634454192,,,,,,,,
dp008_coarse_a0,0,1.62,2.0,6.0,OK,3072,0.01785324044159022,256.3574926269939,269.9540648770053,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,-0.00048406194273131753,,1.449920403956327,1.449920403956327,,forebody,1.3043772829099556,1.4502428180714426,0.2774488892677661,0.4624148154462769,0.582212031130054,0.023179992166435237,1.616256258397373,0.014341780300000051,12051.98863,12055.126447262113,12063.51983,12.055126447262113,0.10289021879,3.4021139111,20000.0,10000.0,2.0,1500.0,0.0003803942611123289,6.441746087112632e-06,True,67.25503113,1.889553849,,,,,,,,
dp014_coarse_a0,0,1.44,2.0,6.0,OK,3072,0.01700040346337199,254.65981141700468,270.73479537801177,USABLE,True,3.000000000124821,2.0,-4.160694011545729e-11,0.009536707627098906,,1.2753172552637835,1.2753172552637835,,forebody,1.4529747646456912,1.2754151254063737,0.2530286569327234,0.4217144282212057,0.5713575569164971,0.01946778699120727,1.4827100198521592,0.013129868100000025,12173.45323,12175.986595323362,12188.84677,12.175986595323362,0.11051656824,3.8444170376,20000.0,10000.0,2.0,1500.0,0.00015833004497598698,5.433875620856348e-06,True,56.29487459,1.089276087,,,,,,,,
