case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations
sc3_coarse_a0,6.0,3072,0.02322521027125286,0.8869041471454786,0.8869041471454786,,forebody,1.9352267763948074,0.88693302358191,0.22592056260081675,0.1506137084005445,0.5187043180538294,0.017235903234036398,1.556269544078852,0.011075140099999992,46308.15946,46312.392645760614,46433.8906,46.31239264576062,1.8737440397,14.171484711,15000,10000,1,1500
