x_m,r_m,p_pa,cp
0.0002389929479,0.0218381717,46308.15946,1.797942835714286
0.000955757763,0.05094645585,46433.8906,1.8029321666666667
0.002388872977,0.08294330748,46227.02393,1.7947231718253969
0.004537646855,0.1153170493,46087.95789,1.7892046781746032
0.007401051774,0.1477747246,45874.7765,1.7807450992063492
0.01097771918,0.1802251032,45628.31904,1.7709650412698414
0.01526593983,0.2126235345,45337.41473,1.7594212194444443
0.0202636645,0.2449409247,45028.45258,1.7471608166666666
0.02596850495,0.2771546169,44624.8185,1.7311435912698414
0.03237773508,0.3092450362,44235.50998,1.7156948404761905
0.0394882922,0.3411942562,43749.00456,1.6963890698412698
0.04729677847,0.372985317,43214.5631,1.6751810753968255
0.05579946259,0.4046018742,42638.50813,1.6523217511904762
0.06499228151,0.4360280068,41982.0653,1.6262724325396827
0.07487084244,0.4672481082,41334.39189,1.6005711067460318
0.08543042489,0.4982468212,40607.03772,1.571707846031746
0.09666598292,0.5290090001,39895.5056,1.5434724444444443
0.1085721477,0.5595196877,39106.82441,1.5121755718253969
0.1211432298,0.5897641023,38309.99206,1.4805552404761904
0.1343732221,0.6197276304,37472.35277,1.447315586111111
0.1482558431,0.6493958034,36627.47259,1.4137885948412698
0.1627844978,0.678754316,35748.42126,1.3789056055555557
0.1779522015,0.7077890682,34889.43043,1.3448186678571428
0.1937516656,0.7364861317,33997.35658,1.309418911904762
0.2101753401,0.7648317323,33109.22444,1.274175573015873
0.2272153771,0.7928122734,32181.62943,1.2373662472222222
0.2448636336,0.8204143404,31207.66621,1.198716913095238
0.2631116765,0.8476247059,30169.92824,1.157536834920635
0.2819507858,0.8744303347,29083.47867,1.1144237567460318
0.3013719591,0.9008183896,27977.2538,1.0705259444444444
0.3213659158,0.9267762364,26899.95309,1.0277759162698412
0.3419231019,0.9522914495,26012.56096,0.9925619428571428
0.3630336939,0.9773518173,25096.68891,0.9562178138888889
0.384687604,1.001945348,24191.13786,0.9202832484126984
0.406874485,1.026060275,23433.18655,0.8902058154761904
0.4295837346,1.049685061,22414.92693,0.8497986876984127
0.4528045012,1.072808406,21541.00652,0.8151193063492063
0.4765256886,1.095419248,20706.71921,0.782012667063492
0.5007359618,1.117506775,19659.80987,0.7404686456349207
0.5254237516,1.139060422,18960.52974,0.7127194341269842
0.550577261,1.160069884,17991.00441,0.6742462067460318
0.5761845245,1.180525041,16734.28426,0.6243763595238095
0.602233303,1.200416112,16027.44144,0.5963270412698413
0.6287110912,1.219733652,15212.07318,0.5639711579365079
0.6556052366,1.238468428,14053.64266,0.5180016928571428
0.6829028875,1.256611481,13371.47715,0.49093163293650793
0.7105909996,1.274154137,12887.12232,0.4717112031746032
0.738656342,1.29108801,12078.72365,0.43963189087301585
0.7670855035,1.307405005,11307.63979,0.40903332499999995
0.7958648991,1.32309732,10845.75992,0.39070475873015875
0.8249807765,1.338157453,10141.09981,0.36274205595238096
0.8544182995,1.352580208,9528.127492,0.3384177576190476
0.8840748522,1.366554369,9221.927163,0.3262669509126984
0.9137934073,1.380399169,9248.665828,0.327328009047619
0.9435119673,1.394243971,9289.323311,0.32894140123015875
0.9732305322,1.408088776,9349.462771,0.33132788773809524
1.002949102,1.421933583,9374.926746,0.3323383629365079
1.032667676,1.435778392,9374.12878,0.3323066976190476
1.062386255,1.449623203,9358.365248,0.33168116063492065
1.092104837,1.463468016,9320.329563,0.3301718080555555
1.12216471,1.476499202,8346.319753,0.2915206251190476
1.15314161,1.487024745,6025.003856,0.19940491492063492
1.185082557,1.494112706,4173.096403,0.12591652392857142
1.217606725,1.49767808,2500.951234,0.059561556904761906
