case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
sphere_M6_fine,6.0,49152,0.0020309318226349265,0.872212167097538,0.872212167097538,,forebody,2.330767101065294,0.8724553642322815,0.07447578444298286,0.14895156888596572,0.0014212435596367562,1.552476781763972,0.0009154684800000007,46833.11528,46851.60632190362,46833.11528,46.851606321903624,72.152135964,37.101017813,100000,40000,3
