case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations
sphere_M3_coarse,3.0,3072,0.009775940595119418,0.8447756998993646,0.8447756998993646,,forebody,1.9243583071895147,0.8448083424497258,0.10835626182813002,0.21671252365626004,0.007941238741417236,1.5480357246151286,0.0051298808,11980.40638,11982.146694755349,12010.71981,11.982146694755349,0.30320764049,11.674249493,10000
