case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run,restart_consecutive_passes_required,restart_passed_in_a_row
dp043_coarse_Co0p1,14.501617500218336,3072,0.010123885007864118,0.7232368519763679,0.7232368519763679,,forebody,1.8550900545626412,0.7231522222422454,0.06481848535250131,0.10803080892083552,0.6280449052425321,0.005594175723176248,1.5767790225414844,0.0035478501700000054,267174.2922,267201.20745024644,268029.159,267.20120745024644,5.1701261603,5.7926939226,75000,40000,0,dp043_coarse_c0,55000,0.1,4,2,True
