case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations
dp015_medium_a0,20.0,12288,0.006408003109280345,1.364670550636437,1.364670550636437,,forebody,1.7033530935670145,1.3648552813628811,0.1683632478911114,0.28060541315185233,0.5944905452186108,0.007234118368026454,1.6367486477194153,0.004419810199999985,520197.2897,520545.7267871565,520197.2897,520.5457267871565,6.7158014494,56.026815151,40000,20000,2,3000
