x_m,r_m,p_pa,cp
6.57089426e-06,0.003536926423,520197.2897,1.8542760346428573
2.618021504e-05,0.008252785524,520074.9236,1.8538390128571427
6.532423556e-05,0.01344012823,519083.1921,1.850297114642857
0.0001240682479,0.01869466056,518022.1825,1.8465077946428572
0.0002024275156,0.02397139671,516819.9385,1.8422140660714286
0.0003003336026,0.02925801635,515714.0872,1.8382645971428573
0.0004178101185,0.03454973577,514750.7991,1.8348242825
0.0005549005463,0.03984428321,513995.2628,1.8321259385714286
0.0007115559153,0.0451404238,513447.2155,1.8301686267857142
0.000887751841,0.05043741231,513071.1397,1.8288254989285715
0.001083556169,0.05573475707,512857.2742,1.8280616935714284
0.001298941464,0.06103211483,512715.5708,1.8275556099999999
0.001533836012,0.06632923138,512615.9281,1.8271997432142857
0.001788330135,0.0716259002,512505.2159,1.8268043425
0.002062418465,0.0769219551,512362.932,1.8262961857142856
0.002356006114,0.08221725869,512182.6291,1.8256522467857144
0.002669158364,0.08751168218,511948.6741,1.8248166932142857
0.003001893509,0.09280511133,511685.1877,1.8238756703571428
0.003354138287,0.09809744634,511375.2447,1.8227687310714284
0.003725910473,0.1033885884,511052.1555,1.8216148410714286
0.004117251627,0.1086784416,510679.1092,1.8202825328571428
0.004528110387,0.1139669208,510292.003,1.8189000107142859
0.004958457093,0.1192539423,509847.3057,1.8173118060714286
0.005408356317,0.124539417,509380.2669,1.8156438103571428
0.00587777874,0.1298232653,508855.1674,1.813768455
0.006366648273,0.1351054137,508305.1894,1.8118042478571428
0.006875050469,0.1403857749,507696.281,1.809629575
0.007402978164,0.1456642714,507066.336,1.8073797714285715
0.007950333174,0.1509408352,506383.4815,1.8049410053571429
0.008517175862,0.1562153834,505677.5959,1.802419985357143
0.009103521991,0.161487838,504925.1149,1.7997325532142856
0.009709295449,0.1667581314,504149.9504,1.7969641085714285
0.0103345093,0.1720261868,503333.1766,1.7940470592857143
0.01097920209,0.1772919243,502501.118,1.7910754214285716
0.01164331982,0.1825552755,501640.9848,1.788003517142857
0.01232682836,0.1878161703,500752.3204,1.7848297157142858
0.0130297889,0.1930745259,499851.5203,1.7816125724999998
0.01375216957,0.1983302723,498948.1165,1.7783861303571429
0.01449389055,0.2035833464,498026.8008,1.7750957171428572
0.01525503282,0.2088336623,497111.9163,1.7718282724999999
0.0160355866,0.2140811475,496163.2015,1.768440005357143
0.01683545108,0.2193257429,495223.9632,1.7650855828571428
0.01765468175,0.2245673664,494277.7662,1.7617063078571429
0.01849329145,0.2298059419,493335.8912,1.7583424685714286
0.01935120148,0.2350414081,492375.0351,1.754910839642857
0.02022842033,0.2402736898,491398.1761,1.7514220575
0.02112498331,0.2455027074,490414.0506,1.7479073235714286
0.02204083383,0.2507283966,489400.3773,1.7442870617857142
0.02297593353,0.2559506907,488362.898,1.7405817785714286
0.02393034008,0.2611695052,487279.2484,1.7367116014285713
0.02490401894,0.2663847727,486227.0991,1.7329539253571429
0.02589688689,0.271596435,485137.6608,1.7290630742857143
0.02690902022,0.2768044036,484027.4329,1.7250979746428572
0.02794040639,0.2820086072,482902.7385,1.7210812089285714
0.02899094225,0.2872089922,481754.7932,1.7169814042857143
0.03006067838,0.2924054745,480575.6547,1.7127701953571428
0.03114962456,0.2975979782,479364.6041,1.7084450146428571
0.03225769968,0.3027864462,478125.7637,1.704020584642857
0.03338490773,0.3079708037,476857.5416,1.69949122
0.03453128066,0.3131509697,475561.8646,1.694863802142857
0.03569675936,0.3183268831,474233.1339,1.690118335357143
0.03688130141,0.3234984793,472869.8094,1.6852493192857143
0.03808496081,0.3286656718,471469.9991,1.6802499967857143
0.03930770037,0.3338283948,470037.4381,1.6751337075000001
0.04054943371,0.3389865947,468565.7297,1.6698776060714287
0.04181023228,0.3441401796,467054.184,1.6644792285714285
0.04309008075,0.3492890791,465499.9831,1.6589285110714287
0.04438887389,0.3544332447,463899.5768,1.6532127742857141
0.04570665729,0.3595725903,462250.9789,1.6473249246428572
0.04704343759,0.3647070398,460562.0983,1.6412932082142857
0.0483991315,0.36983654,458833.0014,1.6351178621428573
0.04977373847,0.3749610163,457066.6884,1.6288096014285713
0.05116728703,0.3800803864,455258.6609,1.6223523603571428
0.05257971568,0.3851945921,453401.5259,1.6157197353571429
0.05401097804,0.3903035712,451471.5571,1.608826989642857
0.05546112435,0.3954072346,449468.4561,1.6016730575
0.05693011478,0.4005055184,447392.6535,1.5942594767857143
0.05841786004,0.4055983735,445241.1728,1.586575617142857
0.05992442663,0.410685705,443015.4598,1.5786266421428572
0.06144979635,0.415767443,440726.0433,1.5704501546428573
0.06299386219,0.4208435441,438376.1496,1.5620576771428571
0.06455666466,0.4259139206,435969.479,1.553462425
0.06613820722,0.4309784959,433511.3525,1.5446834017857143
0.06773840456,0.4360372208,430991.1807,1.5356827882142858
0.06935725168,0.4410900213,428403.7448,1.5264419457142857
