case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run
sphere_M6_fine_Co0p05,6.0,49152,0.0020309318226349265,0.8719794117807054,0.8719794117807054,,forebody,2.327184744349386,0.8719077767172929,0.0744791588499171,0.1489583176998342,0.5239942242957425,0.0014489850157711343,1.5827797979141054,0.0009154684800000007,46695.56389,46695.55369152652,46760.98244,46.69555369152652,7.218051435,70.330750874,110000,40000,0,sphere_M6_fine,100000,0.05,2
