x_m,r_m,p_pa,cp
7.040275747e-06,0.002043343315,46615.00887,1.8101193996031746
2.601244488e-05,0.00476773652,46689.47917,1.8130745702380953
6.351973977e-05,0.007764403238,46719.62656,1.814270895238095
0.0001201896753,0.01079969794,46745.86895,1.8153122599206348
0.0001951207353,0.01384757874,46698.8095,1.8134448214285714
0.0002892901148,0.01690082052,46602.35827,1.8096173916666665
0.0004024311759,0.01995660407,46553.86026,1.8076928674603174
0.0005340331455,0.02301355081,46556.78846,1.807809065873016
0.0006847908852,0.02607085049,46564.16518,1.808101792857143
0.000853810988,0.02912804379,46571.24336,1.808382673015873
0.001042008178,0.03218471715,46594.47308,1.8093044873015873
0.001249030112,0.03524062882,46608.02075,1.8098420932539683
0.00147461717,0.03829556175,46502.10274,1.8056389976190477
0.001719324805,0.04134929235,46307.58986,1.7979202325396826
0.001982263104,0.04440172042,46156.60341,1.7919287067460319
0.002264323915,0.04745260922,46089.87872,1.7892809015873017
0.002565025662,0.05050186555,46066.6024,1.7883572380952382
0.002884386655,0.05354933588,46049.14982,1.7876646753968253
0.003222814552,0.05659485193,46007.72098,1.7860206738095237
0.003579420866,0.0596383776,45943.24032,1.7834619174603172
0.003955082921,0.06267968111,45884.08987,1.7811146773809525
0.004349180348,0.06571872134,45825.30728,1.778782034920635
0.004762014904,0.06875532274,45713.63245,1.774350494047619
0.005193844694,0.07178933676,45587.93935,1.7693626726190477
0.005643782198,0.07482076087,45519.90693,1.7666629734126984
0.006112693047,0.07784934709,45477.48317,1.7649794908730159
0.006599815429,0.08087510014,45353.40381,1.7600557067460318
0.007105734934,0.08389779348,45162.72877,1.752489236904762
0.007630560148,0.08691729916,45013.36177,1.746561975
0.008173404622,0.08993364204,44927.76046,1.7431650976190476
0.008735123368,0.09294655341,44862.53207,1.7405766694444444
0.009314813027,0.09595608911,44767.22512,1.7367946476190477
0.009913341132,0.09896195106,44636.46668,1.7316058206349205
0.01053066768,0.1019640388,44494.63345,1.7259775178571428
0.01116590762,0.1049624027,44343.72991,1.7199892821428573
0.0118199057,0.107956752,44198.00905,1.7142067083333334
0.01249176377,0.1109471678,44052.24205,1.7084223035714285
0.01318233566,0.11393333,43903.83939,1.702533309126984
0.01389143797,0.1169151719,43761.02995,1.6968662678571427
0.01461847498,0.1198927033,43606.66822,1.6907408023809523
0.01536413679,0.1228656442,43456.16938,1.6847686261904762
0.01612753022,0.1258341003,43296.60513,1.6784367115079366
0.01690949597,0.1287977294,43134.67501,1.672010913095238
0.01770970825,0.1317565072,42971.92726,1.665552669047619
0.01852785752,0.1347103848,42798.89346,1.6586862484126983
0.01936448107,0.1376591021,42627.17372,1.651871973015873
0.02021869069,0.1406027891,42450.59373,1.6448648305555555
0.02109131419,0.1435410815,42272.31874,1.6377904261904763
0.02198188516,0.1464740062,42098.23404,1.6308823031746034
0.02289037615,0.1494014379,41906.94328,1.6232914
0.02381717375,0.1523231451,41722.76942,1.6159829134920634
0.02476139496,0.1552392821,41523.11019,1.608059928174603
0.02572385465,0.1581494627,41332.1697,1.6004829246031747
0.02670394822,0.1610537735,41142.8066,1.592968515873016
0.02770192532,0.1639519957,40951.27547,1.5853680742063492
0.02871802432,0.1668439351,40758.27385,1.5777092797619048
0.02975136778,0.16972977,40543.27082,1.5691774134920633
0.03080275748,0.1726090928,40324.40914,1.5604924261904762
0.03187145357,0.1754820584,40116.42609,1.5522391305555556
0.03295797692,0.1783483371,39902.60985,1.5437543591269842
0.03406242058,0.181207781,39704.0501,1.535875003968254
0.03518391306,0.1840605923,39473.90757,1.526742363888889
0.03632324279,0.1869063422,39252.7479,1.5179661865079366
0.03747953813,0.189745262,39018.13033,1.5086559654761904
0.0386535845,0.1925768949,38785.10917,1.4994090940476192
0.03984533287,0.1954011474,38564.73653,1.490664148015873
0.04105391816,0.1982182459,38329.65837,1.4813356496031744
0.04228011513,0.2010277402,38103.67912,1.472368219047619
0.0435230601,0.2038298854,37877.03936,1.4633745777777778
0.04478352336,0.206624204,37645.20656,1.4541748634920635
0.04606131889,0.2094106641,37427.59341,1.445539421031746
0.04735585877,0.2121893947,37164.82619,1.4351121503968254
0.04866776838,0.2149599858,36906.19181,1.4248488813492062
0.04999619235,0.2177227157,36635.72431,1.414116044047619
0.05134188563,0.220477087,36405.49906,1.4049801214285715
0.05270452877,0.2232231373,36218.95364,1.3975775253968254
0.05408380411,0.2259608816,36023.05452,1.3898037507936507
0.05548019101,0.2286899589,35801.47135,1.3810107678571428
0.0568928429,0.2314106706,35501.96417,1.3691255623015872
