case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,restart_source_case,restart_source_iteration,max_co,restart_blocks_run
dp075_coarse_Co0p1,27.0,3072,0.012353215240911462,1.3667777095444056,1.3667777095444056,,forebody,1.7147397875724049,1.3722176811053584,0.1644863863295777,0.27414397721596284,0.5850892929044003,0.013747080558172725,1.6056809397133025,0.008561526900000005,942964.7112,942968.023562162,943924.137,942.968023562162,7.1196541571,5.0935654199,95000,40000,0,dp075_coarse_c0,55000,0.1,8
