case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
sphere_M3_coarse,3.0,3072,0.009775940595119418,0.8444017431768727,0.8444017431768727,,forebody,1.923733413811215,0.8443684670422656,0.10848430399924963,0.21696860799849926,0.008009891750852954,1.5614186884913495,0.0051298808,11963.0913,11964.859696497282,11993.2176,11.964859696497282,0.34055066114,11.674249493,15000,10000,1
