x_m,T,p,rho,Ux,Uy,Uz
-0.2010320727,220.0,1000.0,0.01583460673,892.0264098,6.619310914e-10,1.061209168e-10
-0.1932795279,220.0,999.9999999,0.01583460672,892.0264098,-2.832207751e-09,4.850441617e-10
-0.1857523099,220.0,999.9999998,0.01583460672,892.0264098,-6.632234272e-09,-7.83247543e-10
-0.1784438696,220.0,999.9999997,0.01583460672,892.0264098,-6.735153446e-09,-1.086823284e-09
-0.1713478482,220.0,999.9999997,0.01583460672,892.0264098,-1.0799715e-08,1.521518158e-09
-0.1644580716,220.0,999.9999996,0.01583460672,892.0264098,-2.185117644e-08,1.462003073e-09
-0.1577685455,220.0,999.9999996,0.01583460672,892.0264098,-2.57438883e-08,-1.3393305e-09
-0.1512734497,220.0,999.9999995,0.01583460672,892.0264098,-2.277607024e-08,-2.202711081e-09
-0.1449671331,220.0,999.9999995,0.01583460672,892.0264098,-2.721295659e-08,1.159325454e-09
-0.1388441087,220.0,999.9999995,0.01583460672,892.0264098,-3.849498397e-08,1.654175831e-09
-0.1328990493,220.0,999.9999995,0.01583460672,892.0264098,-4.267303011e-08,1.305794634e-10
-0.1271267822,220.0,999.9999995,0.01583460672,892.0264098,-4.272197942e-08,-1.173951342e-09
-0.1215222853,220.0,999.9999994,0.01583460672,892.0264098,-4.450207069e-08,-7.19760729e-10
-0.1160806825,220.0,999.9999994,0.01583460672,892.0264098,-5.354960675e-08,9.260137035e-12
-0.1107972391,338.7069185,2337.78074,0.02404416341,715.8956883,4.138976331,0.02721005302
-0.1056673583,564.6952099,9079.03135,0.05600868476,258.0731331,6.554647059,0.1749630121
-0.1006865769,596.5650429,10504.88461,0.06134277907,216.2563311,11.51445287,-0.3720831225
-0.09585056122,597.2400362,10598.98117,0.06182230164,206.1237135,10.38880017,-0.05854044714
-0.09115510374,598.432016,10723.18978,0.06242220913,196.1803916,9.961069991,0.02977872763
-0.08659611914,599.3016761,10832.69944,0.06296818331,187.2495578,9.792782149,0.08362971599
-0.08216964084,600.1210298,10936.69333,0.06348588105,178.5879433,10.10596166,0.09705278867
-0.07787181758,601.1031531,11033.91461,0.0639455865,169.9394686,10.86034789,0.07700455241
-0.07369891,602.5173948,11125.27158,0.0643236965,161.1035285,11.70106708,0.03907686333
-0.06964728745,604.4465001,11209.31784,0.0646027907,152.2407919,12.0754029,-0.0007190417744
-0.06571342479,606.6345475,11284.22287,0.06479992124,143.7239227,11.80030108,-0.02732104402
-0.06189389935,608.6475689,11353.35274,0.06498127105,135.8750505,10.97393745,-0.03309244334
-0.05818538793,610.0691846,11418.31016,0.06520076769,128.6326885,10.32124068,-0.02347849119
-0.05458466392,610.7743244,11479.41003,0.06547398266,121.5808309,10.75349607,-0.008625127876
-0.0510885945,611.0037148,11536.52492,0.0657750399,114.3222081,11.72073749,0.005688635767
-0.04769413789,611.1260114,11590.71554,0.06607078103,106.9534526,11.93923225,0.0151240555
-0.04439834074,611.3773243,11640.16545,0.06632538642,100.0319577,11.28201911,0.008306187052
-0.0411983355,611.9056618,11680.99143,0.06650054368,93.50819138,11.05439641,-0.004400312932
-0.03809133802,612.7431382,11715.72826,0.06660714145,87.09390573,11.40254708,-0.008425103229
-0.03507464502,613.6864984,11747.619,0.06668578174,80.70239684,11.66028616,-0.002905586082
-0.03214563182,614.4480207,11777.79741,0.06677423057,74.44474404,11.64338522,0.001326490211
-0.02930175001,614.8877284,11805.38291,0.06688276434,68.3600113,11.62969655,5.895551823e-05
-0.02654052527,615.1045652,11830.48199,0.06700133417,62.4212372,11.68312327,-0.0006215162862
-0.02385955518,615.259324,11853.26301,0.06711346777,56.61432695,11.75474967,-0.0008342764029
-0.02125650714,615.4539816,11873.81322,0.06720855991,50.92020076,11.82016331,0.0001492289775
-0.01872911636,615.7115217,11891.81411,0.06728229449,45.32028099,11.91567292,0.0001770940882
-0.01627518387,615.9972393,11907.6842,0.06734083622,39.81312384,11.99271194,-6.394043166e-05
-0.01389257462,616.2489776,11921.18428,0.06738964242,34.39260874,12.11500943,1.792702907e-05
-0.01157921561,616.4550188,11933.05361,0.0674341925,29.05924045,12.21007734,9.380440731e-07
-0.009333094084,616.6198727,11942.34598,0.06746866145,23.78952271,12.45443546,-0.000135368314
-0.007152255791,616.7980785,11950.65066,0.06749607232,18.58221271,12.56957745,-0.000235826882
-0.005034803289,616.9632898,11956.00562,0.06750823433,13.41095125,13.11120671,7.952180242e-05
-0.002978894275,617.0962434,11959.49931,0.06751341213,8.162211278,13.26830914,5.524006137e-05
-0.0009827399954,617.1848577,11963.0913,0.06752399318,3.073702672,14.66042132,-0.0004994271797
