x_m,r_m,p_pa,cp
0.0001011372451,0.008172605607,11963.0913,1.7401732222222221
0.000402505449,0.01906504293,11993.2176,1.7449551746031746
0.001004267805,0.03103624107,11930.83469,1.7350531253968253
0.001907079317,0.0431446426,11884.05916,1.7276284380952383
0.003109720303,0.05527916029,11817.93298,1.717132219047619
0.004611565997,0.06740410313,11746.18074,1.7057429746031745
0.006412237138,0.07950120654,11655.06593,1.6912803063492066
0.008509483443,0.0915582713,11561.32615,1.6764009761904763
0.01090325779,0.1035650929,11444.84357,1.6579116777777778
0.01359205052,0.11551291,11324.04175,1.6387367857142858
0.01657312276,0.127393779,11182.55212,1.6162781142857143
0.01984583113,0.1391996302,11035.98226,1.5930130571428573
0.02340761187,0.1509231017,10864.79235,1.5658400555555556
0.02725634274,0.1625567923,10690.21107,1.5381287412698412
0.03139025302,0.1740933097,10495.27069,1.5071858238095237
0.03580573882,0.1855259506,10295.50058,1.4754762825396825
0.04050126198,0.1968472415,10083.24661,1.4417851761904763
0.04547397068,0.2080503018,9864.829422,1.4071157812698414
0.05071979322,0.2191287553,9637.949403,1.37110307984127
0.05623664767,0.2300753699,9402.693835,1.3337609261904761
0.06202067527,0.2408837917,9162.438543,1.2956251655555555
0.06806839568,0.2515474385,8915.017168,1.2563519314285714
0.07437667986,0.2620595824,8663.464119,1.2164228760317461
0.08094071474,0.2724144836,8408.610343,1.1759698957142857
0.08775754868,0.2826052153,8149.626972,1.134861424126984
0.09482307065,0.2926256518,7890.561166,1.0937398676190477
0.1021320492,0.3024703945,7625.974379,1.051741964920635
0.1096810422,0.3121328002,7358.357182,1.0092630447619046
0.1174650374,0.321607421,7080.904361,0.9652229144444444
0.1254793385,0.3308885113,6809.287368,0.9221091060317461
0.1337195725,0.3399701019,6551.119787,0.8811301249206349
0.1421799028,0.3488475196,6278.597146,0.8378725628571428
0.1508560826,0.3575145646,6029.806171,0.7983819319047619
0.1597428926,0.3659660372,5805.516595,0.7627804119047619
0.1688341472,0.3741976758,5541.240534,0.7208318307936508
0.178125176,0.3822036444,5328.825159,0.6871151046031746
0.1876100032,0.3899795817,5100.083738,0.6508069425396826
0.1972829005,0.3975207769,4830.074048,0.6079482615873016
0.2071384166,0.404822231,4618.503412,0.574365620952381
0.2171699159,0.4118805027,4343.626039,0.5307342919047618
0.2273720221,0.4186903456,4099.207417,0.49193768523809517
0.2377386042,0.4252476766,3862.501574,0.4543653292063492
0.2482627629,0.4315495272,3663.377336,0.4227583073015873
0.2589387789,0.4375910864,3432.02072,0.3860350349206349
0.2697599411,0.4433692416,3269.764048,0.3602800076190476
0.2807197109,0.4488804936,3104.477535,0.3340440531746032
0.2918117672,0.4541210018,2931.24399,0.30654666507936507
0.3030289303,0.4590886861,2751.81531,0.2780659222222222
0.3143649021,0.4637794523,2606.111971,0.25493840809523804
0.3258128742,0.4681904884,2428.213547,0.226700563015873
0.3373654995,0.4723202312,2251.724274,0.19868639269841273
0.3490162295,0.476165078,2097.284508,0.17417214412698415
0.3607578753,0.4797232829,1962.589822,0.15279203523809523
0.3725833401,0.4829926918,1801.339699,0.12719677761904763
0.3844856749,0.4859707687,1678.720801,0.10773346047619047
0.3964574321,0.4886568737,1568.766494,0.09028039587301587
0.408491635,0.4910482214,1451.656027,0.07169143285714286
0.4205810577,0.4931433784,1341.131328,0.05414782984126983
0.4327181887,0.4949422463,1261.284025,0.04147365476190475
0.4448959019,0.496442568,1171.447181,0.027213838253968253
0.4571068061,0.4976440318,1080.219025,0.012733178571428588
0.46934352,0.4985459101,1000.321391,5.10144444444363e-05
0.4815987334,0.4991470695,924.8412966,-0.011929952920634927
0.4938650167,0.4994483339,834.7228124,-0.02623447422222223
