iteration,cd_fore,cd_aft,cd_viscous,cd_total,mean_abs_drho_dtau_kg_m3_s
5,0.20099223116153958,,0.0,0.20099223116153958,11.675255619
10,0.4689271365836206,,0.0,0.4689271365836206,11.674510732
15,0.8055819508925509,,0.0,0.8055819508925509,11.673372227
20,1.19571832646064,,0.0,1.19571832646064,11.671778634
25,1.5961445064537658,,0.0,1.5961445064537658,11.669761376
30,1.9310152839232393,,0.0,1.9310152839232393,12.066063369
35,2.1442348452745312,,0.0,2.1442348452745312,13.687577125
40,2.2089556429871937,,0.0,2.2089556429871937,16.281875724
45,2.1166596672555973,,0.0,2.1166596672555973,20.44929608
50,1.8696372992223145,,0.0,1.8696372992223145,23.717266742
55,1.577925682519616,,0.0,1.577925682519616,23.199614208
60,1.3399617549784002,,0.0,1.3399617549784002,21.440660971
65,1.2066238011820118,,0.0,1.2066238011820118,19.286529298
70,1.1600663862028804,,0.0,1.1600663862028804,17.881718314
75,1.1601519352843017,,0.0,1.1601519352843017,17.04367813
80,1.1919273292439558,,0.0,1.1919273292439558,16.916372807
85,1.2368365961076684,,0.0,1.2368365961076684,16.050884962
90,1.2727887435936884,,0.0,1.2727887435936884,14.486011008
95,1.2897873529242978,,0.0,1.2897873529242978,13.544507931
100,1.2951034656430405,,0.0,1.2951034656430405,13.415966311
105,1.294191810209878,,0.0,1.294191810209878,12.982800443
110,1.2913120815361505,,0.0,1.2913120815361505,12.704643187
115,1.289419287528698,,0.0,1.289419287528698,12.621790245
120,1.2894707255041242,,0.0,1.2894707255041242,12.632257269
125,1.2920093764258473,,0.0,1.2920093764258473,12.589531592
130,1.2965517741409431,,0.0,1.2965517741409431,12.780041406
135,1.3011459189449242,,0.0,1.3011459189449242,12.752352587
140,1.30349985297357,,0.0,1.30349985297357,12.960179942
145,1.3031002820584818,,0.0,1.3031002820584818,13.223049623
150,1.300939925025847,,0.0,1.300939925025847,13.193704627
155,1.3002857861030501,,0.0,1.3002857861030501,13.183443202
160,1.3032882200584404,,0.0,1.3032882200584404,13.567992052
165,1.308395827564082,,0.0,1.308395827564082,13.699361095
170,1.3106669585761512,,0.0,1.3106669585761512,13.491244833
175,1.3091016749420379,,0.0,1.3091016749420379,13.635373227
180,1.3061843842320584,,0.0,1.3061843842320584,13.844922285
185,1.3048038474812709,,0.0,1.3048038474812709,13.82377712
190,1.3057620413913347,,0.0,1.3057620413913347,13.799451993
195,1.3068379963829153,,0.0,1.3068379963829153,13.783184831
200,1.3046873816699807,,0.0,1.3046873816699807,13.876793764
205,1.3000126606362523,,0.0,1.3000126606362523,13.996717555
210,1.2954751691860398,,0.0,1.2954751691860398,13.870837778
215,1.2932415542717395,,0.0,1.2932415542717395,13.87255891
220,1.29406018189087,,0.0,1.29406018189087,14.057309642
225,1.2949874051293624,,0.0,1.2949874051293624,14.015262734
230,1.2934230544960852,,0.0,1.2934230544960852,14.104181339
235,1.290192742762375,,0.0,1.290192742762375,14.269728537
240,1.2866165361676476,,0.0,1.2866165361676476,14.347728587
245,1.284282882647702,,0.0,1.284282882647702,14.39076866
250,1.28429162264413,,0.0,1.28429162264413,14.590710216
255,1.2847356301722792,,0.0,1.2847356301722792,14.722366906
260,1.2835131684100771,,0.0,1.2835131684100771,14.784688403
265,1.281059088867318,,0.0,1.281059088867318,14.841035077
270,1.277779897918576,,0.0,1.277779897918576,15.023942937
275,1.2745339479803026,,0.0,1.2745339479803026,15.152345814
280,1.272155278923464,,0.0,1.272155278923464,15.177467378
285,1.2712988348238912,,0.0,1.2712988348238912,15.250323941
290,1.2720946724301083,,0.0,1.2720946724301083,15.451129837
295,1.2736651261443386,,0.0,1.2736651261443386,15.609888373
300,1.2744731748017015,,0.0,1.2744731748017015,15.577124797
305,1.2734478002769027,,0.0,1.2734478002769027,15.648040549
310,1.270762941293831,,0.0,1.270762941293831,15.798953467
315,1.2670959082798663,,0.0,1.2670959082798663,15.977653824
320,1.26286032426197,,0.0,1.26286032426197,16.027984996
325,1.2585611595358979,,0.0,1.2585611595358979,16.149847687
330,1.2554163469871702,,0.0,1.2554163469871702,16.29111756
335,1.2555149293851107,,0.0,1.2555149293851107,16.353718031
340,1.258816016998247,,0.0,1.258816016998247,16.359321727
345,1.2625489981165159,,0.0,1.2625489981165159,16.43022445
350,1.2647041736753588,,0.0,1.2647041736753588,16.516114301
355,1.263886009951962,,0.0,1.263886009951962,16.632028896
360,1.2589160277381357,,0.0,1.2589160277381357,16.703830519
365,1.2509509044522102,,0.0,1.2509509044522102,16.869795197
370,1.2426468288948957,,0.0,1.2426468288948957,16.943924697
375,1.2371438472026677,,0.0,1.2371438472026677,16.887640062
380,1.2377347357756592,,0.0,1.2377347357756592,16.880674449
385,1.2439067715261476,,0.0,1.2439067715261476,17.035728655
390,1.2509273024908016,,0.0,1.2509273024908016,17.215215548
395,1.2554084107468504,,0.0,1.2554084107468504,17.244094775
400,1.2547397885568923,,0.0,1.2547397885568923,17.246213061
405,1.248642593113829,,0.0,1.248642593113829,17.394542705
410,1.2393216302137,,0.0,1.2393216302137,17.536336916
415,1.2300921465336363,,0.0,1.2300921465336363,17.549011414
420,1.2244496543110912,,0.0,1.2244496543110912,17.394649589
425,1.225689190215588,,0.0,1.225689190215588,17.512212742
430,1.232495061752888,,0.0,1.232495061752888,17.754728486
435,1.2398684493904664,,0.0,1.2398684493904664,17.877781615
440,1.2442955779066234,,0.0,1.2442955779066234,17.804201142
445,1.2433389433875972,,0.0,1.2433389433875972,17.772806768
450,1.2372760446379252,,0.0,1.2372760446379252,17.893256886
455,1.2285420365826467,,0.0,1.2285420365826467,18.043773729
460,1.2198028602079596,,0.0,1.2198028602079596,18.060990037
465,1.214409309714915,,0.0,1.214409309714915,17.973096825
470,1.215199246154144,,0.0,1.215199246154144,18.011190384
475,1.22140773232273,,0.0,1.22140773232273,18.222556752
480,1.2284398522700664,,0.0,1.2284398522700664,18.346123126
485,1.232485590960615,,0.0,1.232485590960615,18.274616278
490,1.231528144755017,,0.0,1.231528144755017,18.244230952
495,1.2258876509365044,,0.0,1.2258876509365044,18.335247791
500,1.2179305817273998,,0.0,1.2179305817273998,18.482232655
505,1.210111634097058,,0.0,1.210111634097058,18.52569207
510,1.2050030779479235,,0.0,1.2050030779479235,18.579088866
515,1.2050723895000144,,0.0,1.2050723895000144,18.595700202
520,1.2106593998219288,,0.0,1.2106593998219288,18.730854068
525,1.2178708735736619,,0.0,1.2178708735736619,18.779174934
530,1.2223654081916393,,0.0,1.2223654081916393,18.749688565
535,1.2214940531182772,,0.0,1.2214940531182772,18.714441363
540,1.2156679227639533,,0.0,1.2156679227639533,18.786264152
545,1.207553910614456,,0.0,1.207553910614456,18.947014106
550,1.1998742959593576,,0.0,1.1998742959593576,19.070396769
555,1.195074039559863,,0.0,1.195074039559863,19.050857877
560,1.1951906695390218,,0.0,1.1951906695390218,19.079323595
565,1.2007126784793525,,0.0,1.2007126784793525,19.117285262
570,1.2076266910094648,,0.0,1.2076266910094648,19.178979254
575,1.2115954223534342,,0.0,1.2115954223534342,19.187562808
580,1.2106282808870692,,0.0,1.2106282808870692,19.153958998
585,1.205106978863885,,0.0,1.205106978863885,19.234497917
590,1.1976547345102024,,0.0,1.1976547345102024,19.334114802
595,1.1905970490914637,,0.0,1.1905970490914637,19.457060545
600,1.1856274246943277,,0.0,1.1856274246943277,19.410672448
605,1.1847833792995823,,0.0,1.1847833792995823,19.388846351
610,1.1894932699888365,,0.0,1.1894932699888365,19.517388417
615,1.1964521487594102,,0.0,1.1964521487594102,19.568608243
620,1.2012386762752603,,0.0,1.2012386762752603,19.585256571
625,1.201346195272366,,0.0,1.201346195272366,19.611145819
630,1.1963467473415588,,0.0,1.1963467473415588,19.687170282
635,1.1889420292221893,,0.0,1.1889420292221893,19.802736963
640,1.1819636541420644,,0.0,1.1819636541420644,19.890814597
645,1.1770500313455632,,0.0,1.1770500313455632,19.87781448
650,1.1754281868458023,,0.0,1.1754281868458023,19.843127061
655,1.1781880252904682,,0.0,1.1781880252904682,19.938043905
660,1.1840617907083457,,0.0,1.1840617907083457,19.998963322
665,1.1896377550151251,,0.0,1.1896377550151251,20.068273843
670,1.1911850824065868,,0.0,1.1911850824065868,20.0836606
675,1.1874757508470586,,0.0,1.1874757508470586,20.170101645
680,1.180905860683004,,0.0,1.180905860683004,20.250490274
685,1.174428544230279,,0.0,1.174428544230279,20.291762131
690,1.169510290887099,,0.0,1.169510290887099,20.290544781
695,1.166855280233129,,0.0,1.166855280233129,20.27123904
700,1.1684111032172313,,0.0,1.1684111032172313,20.309270145
705,1.1731831040157112,,0.0,1.1731831040157112,20.34901528
710,1.1779264067078667,,0.0,1.1779264067078667,20.399325328
715,1.1803458935981592,,0.0,1.1803458935981592,20.431438165
720,1.178732699997161,,0.0,1.178732699997161,20.459669787
725,1.173622737987851,,0.0,1.173622737987851,20.430169482
730,1.1675000246561662,,0.0,1.1675000246561662,20.527967004
735,1.1619926800449358,,0.0,1.1619926800449358,20.531423128
