case,mach,n_cells,h_m,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions
sphere_M3_fine,3.0,49152,0.0024439851487798544,0.847213070571906,0.847213070571906,,forebody,1.9263377678262497,0.8472000611642037,0.1075067576750677,0.2150135153501354,0.0020187404047953827,1.5884018416464014,0.0012709255000000058,11997.72111,11995.203865654432,12038.11509,11.995203865654432,16.671696342,11.675255619,100000,40000,3
