point_id,role,split,mach,bluntness_ratio,cone_half_angle_deg,shoulder_ratio,diameter_m,label,mesh_level,attempts,verdict,reasons,case,attempt,sizing_radius_m,standoff_margin,asymptote_margin_deg,status,n_cells,h_m,solver_wall_time_s,total_wall_time_s,shock_clearance_ok,outer_outlet_min_mach,outer_outlet_n_faces,outer_outlet_mach_deficit_rel,p_stag_rel_error_vs_rayleigh_pitot,cd_total,cd_fore,cd_aft,mesh_extent,outlet_min_mach,cd_total_last_iteration,standoff_m,standoff_over_max_radius,upstream_clearance_fraction,shock_thickness_m,shock_thickness_cells,stagnation_line_cell_size_at_shock_m,p_stag_wall_face_pa,p_stag_line_extrapolated_pa,p_max_on_body_pa,p_stag_over_p_inf,final_mean_abs_drho_dtau,initial_mean_abs_drho_dtau,n_iterations,n_iterations_planned,n_extensions,startup_first_order_iterations,cd_fore_peak_to_peak_rel,cd_fore_drift_rel,cd_fore_converged,max_non_orthogonality_deg,max_skewness,nose_radius_m,shoulder_radius_m,patience_pass,gate_G4_status_at_build
dp030,fill,train,7.956512824923746,0.3682430848479271,32.141528306528926,0.0490375317633152,1.2,draw20,coarse,1,USABLE,,dp030_coarse_a0,0,0.6,2.0,34.37720579536831,OK,3072,0.010792035823630487,119.65325037500588,137.08992283399857,True,7.956512824420305,2,6.327405266404185e-11,-0.010838191116358087,0.7128114774145509,0.7128114774145509,,forebody,1.8609576818967741,0.7127571626031886,0.06298194428931679,0.10496990714886133,0.651284196585963,0.005203712217697047,1.4575433135012414,0.0035701938799999958,81074.68629,81083.61685140326,81290.29787,81.08361685140326,2.0740522957,31.3138772,10000,10000,0,1500,0.0006343745644433311,0.00011923581593638431,True,45.66334502,1.030188682,0.4418917018175125,0.058845038115978236,,IN_PROGRESS
dp031,fill,train,15.854455586377375,0.9309335959143937,67.90066666901112,0.06707444868981838,1.2,draw23,coarse,1,USABLE,,dp031_coarse_a0,0,1.1580133333802223,2.0,6.0,OK,3072,0.010660233692049112,278.4322888340248,292.52277770904766,True,15.854455584739158,2,1.0332845690186332e-10,-0.007814780999436555,1.4260253206755005,1.4260253206755005,,forebody,1.6358391415527203,1.4258943072854364,0.15282293124332696,0.254704885405545,0.5444762627570036,0.011370032392074292,1.479410623753297,0.007685514900000023,321547.5293,321573.3407560516,321976.443,321.5733407560516,2.055405581,75.192928083,25000,10000,3,1500,0.0003888803969243526,9.136788215884632e-05,True,59.7274621,0.9259213216,1.1171203150972724,0.08048933842778205,,IN_PROGRESS
dp032,fill,train,18.379044046919688,0.46913237813860176,35.270864544436336,0.09556358739733696,1.2,draw24,coarse,2,REJECTED,"force criterion not met (p2p 0.0010889984337587612, drift 2.0747973120111367e-05) after 9 extensions",dp032_coarse_c0,1,0.6,2.0,41.29300826438782,OK,3072,0.009133625192054344,1025.9006139599805,1077.0810007499676,True,18.379044045745168,2,6.390543649814617e-11,-0.008405082853067625,0.8889484845302664,0.8889484845302664,,forebody,1.9830298886588291,0.8890286167257286,0.07477862051138792,0.12463103418564654,0.5683870080289932,0.0056202992173312455,1.4584469626192536,0.0038536192000000052,431690.4897,431724.5948946523,432816.849,431.72459489465234,9.3013330092,110.70112138,55000,10000,9,1500,0.0010889984337587612,2.0747973120111367e-05,False,,,0.562958853766322,0.11467630487680434,True,IN_PROGRESS
dp033,fill,train,10.712954107839389,0.6845732152462005,62.84983794204891,0.02956243380904198,1.2,draw28,coarse,1,USABLE,,dp033_coarse_a0,0,1.056996758840978,2.0,6.0,OK,3072,0.010300111996614993,172.23981925100088,188.55891316899215,True,10.712954109217682,2,-1.286566408964518e-10,-0.008501548348346932,1.4714824498656043,1.4714824498656043,,forebody,1.5077659977554032,1.4716581777988502,0.12227538710990304,0.20379231184983843,0.6067771171200862,0.010316002848534706,1.5821404017222547,0.006520282799999999,146960.4803,146970.5205938573,147201.7222,146.97052059385732,1.0379562247,56.170058577,15000,10000,1,1500,0.00031249621573380045,0.00018950445483845095,True,59.14015129,0.9625915386,0.8214878582954406,0.035474920570850374,,IN_PROGRESS
dp034,fill,test,7.301871282991542,0.3110683200880885,57.003430631011724,0.05402102313935757,1.2,draw30,coarse,1,USABLE,,dp034_coarse_a0,0,0.9400686126202346,2.0,6.0,OK,3072,0.011177549857420045,152.0211955840059,167.55425496002135,True,7.301871281738598,2,1.71592184905478e-10,-0.010611153798380957,1.3868522352509498,1.3868522352509498,,forebody,1.5531869604055137,1.3868292888981175,0.057043238147783615,0.09507206357963936,0.8003417438403106,0.007121146584193799,1.644271287806917,0.0043308830100000015,68350.31758,68377.89744709291,68571.63285,68.3778974470929,0.20510857992,30.040840742,15000,10000,1,1500,0.0003632275189070528,7.027187965346237e-05,True,50.96826563,0.8122491671,0.3732819841057062,0.06482522776722908,,IN_PROGRESS
dp035,fill,train,7.5724919912054895,0.8256062823347747,58.97996726445854,0.033283244296908376,1.2,draw33,coarse,1,USABLE,,dp035_coarse_a0,0,0.9907275388017296,2.0,6.0,OK,3072,0.009778687330533206,200.98964970798988,216.6111099140253,True,7.572491991347598,2,-1.8766321829843946e-11,0.00938027572794331,1.422247999400903,1.422247999400903,,forebody,1.5240541078788754,1.4221854072449125,0.1419366903635625,0.2365611506059375,0.5265918840807173,0.010685783172541236,1.5105745221271014,0.007073986099999985,74973.41522,74990.82048070857,75100.50611,74.99082048070858,1.2760566704,45.73980111,20000,10000,2,1500,0.0007086687694891946,7.961223085394589e-05,True,55.13424463,0.8422638778,0.9907275388017296,0.03993989315629005,,IN_PROGRESS
dp036,fill,test,3.7967148546829392,0.25016674641519787,22.534231171011925,0.09024571701884271,1.2,draw34,coarse,1,USABLE,,dp036_coarse_a0,0,0.6,2.0,19.43799638226443,OK,3072,0.016445021550656008,112.67056837501877,127.14539304001664,True,3.796714855001049,2,-8.378564508859654e-11,-0.01089080523470487,0.4194620860381824,0.4194620860381824,,forebody,1.9916113333515848,0.41943792602452934,0.05548890947407865,0.09248151579013109,0.7417296057786608,0.005882655368890606,1.6052460190713036,0.003664644110000004,18801.53195,18820.935773661007,18801.53195,18.820935773661006,0.23144907865,5.1093259834,10000,10000,0,1500,0.00046822738588631426,6.507284435461307e-06,True,47.55435758,0.9730314941,0.3002000956982374,0.10829486042261124,,IN_PROGRESS
dp037,fill,test,8.93999257878471,0.5110390840098262,69.92932011373341,0.059329833611845975,1.2,draw36,coarse,1,USABLE,,dp037_coarse_a0,0,1.1985864022746682,2.0,6.0,OK,3072,0.011634908575064907,207.979160709001,223.2545792509918,True,8.939992577259908,2,1.7055956647027415e-10,-0.007084787592589126,1.4452254799863329,1.4452254799863329,,forebody,1.5822837375536045,1.4451194955832607,0.13296804308606514,0.2216134051434419,0.6275172813400884,0.011429874303378967,1.5726920721714512,0.007267712799999992,102624.8965,102635.1865173043,102784.3779,102.6351865173043,0.59305118371,33.477228152,20000,10000,2,1500,0.0003315729212049555,8.471777472132231e-05,True,62.31036797,1.109175933,0.6132469008117915,0.07119580033421517,,IN_PROGRESS
dp038,fill,train,4.841030953010094,0.6274111270904541,50.01888543367386,0.02487969383597374,1.2,draw38,coarse,1,USABLE,,dp038_coarse_a0,0,0.8003777086734771,2.0,52.89701990296864,OK,3072,0.011261334677988734,256.2071799169935,271.8278381259588,True,4.841030953498203,2,-1.0082756851659269e-10,-0.003165715166237537,1.2631577254728563,1.2631577254728563,,forebody,1.5044011955995342,1.263055873673047,0.12113734627978391,0.20189557713297318,0.5391333822729486,0.009758836485040362,1.6206890485222367,0.00602141199999999,30536.96722,30542.5075238244,30576.33413,30.542507523824398,0.40058230913,16.238364208,25000,10000,3,1500,0.00045301764479223594,1.5379067432125133e-05,True,65.08483411,1.176904648,0.7528933525085449,0.029855632603168487,,IN_PROGRESS
dp039,fill,train,16.296680900991824,0.34337393157184126,48.056850330904126,0.08530855648219586,1.2,draw40,coarse,1,USABLE,,dp039_coarse_a0,0,0.7611370066180826,2.0,56.27838500622218,OK,3072,0.011986114758672244,100.3591620420193,116.75847091601463,True,16.296680899687914,2,8.001077578256854e-11,-0.009172137275569758,1.0873721042433213,1.0873721042433213,,forebody,1.886260927853907,1.0874877860328882,0.0550711932490275,0.0917853220817125,0.7500820883245074,0.005971480155853345,1.588752740415584,0.003758596289999999,339164.8484,339272.06255219853,340252.125,339.2720625521985,1.2013961774,46.091255219,10000,10000,0,1500,0.0006878946843099511,0.00014029039990502262,True,60.20137913,1.284932074,0.4120487178862095,0.10237026777863503,,IN_PROGRESS
dp040,fill,train,4.5289192398066955,0.7943319926038385,65.6479474902153,0.07085362866520882,1.2,draw42,coarse,1,USABLE,,dp040_coarse_a0,0,1.112958949804306,2.0,6.0,OK,3072,0.01190046231923455,163.1943469990074,180.02933208300965,True,4.528919239144358,2,1.46246348364798e-10,-0.0046218601110736834,1.3696799870253251,1.3696799870253251,,forebody,1.537606514455627,1.3695722218326005,0.16966973441479608,0.2827828906913268,0.544847780378483,0.012105992125142157,1.4176110885248614,0.008539713200000021,26745.97221,26750.573890058542,26786.91445,26.750573890058543,0.41852825067,15.800278313,15000,10000,1,1500,0.00028890851484728714,0.00010305165296881717,True,57.11058684,0.9321649362,0.9531983911246061,0.08502435439825058,,IN_PROGRESS
dp041,fill,train,11.995401434972528,0.5353327764198184,25.25921774096787,0.03989379696547985,1.2,draw44,coarse,1,USABLE,,dp041_coarse_a0,0,0.642399331703782,2.0,28.565450859649673,OK,3072,0.008539463697419853,165.35593570800847,181.80213191600342,True,11.995401435305356,2,-2.7746249742222062e-11,-0.01039149838670983,0.9750916414000649,0.9750916414000649,,forebody,1.8958108102378461,0.9751808476628626,0.08671974663596303,0.1445329110599384,0.5385041846791228,0.007011928478623211,1.6288898801350424,0.004304728369999997,183789.5152,183797.18624850156,184259.4325,183.79718624850156,10.735211989,91.041210594,15000,10000,1,1500,0.0005293863868752465,0.00010394343267417092,True,43.54926169,1.076346769,0.642399331703782,0.04787255635857582,,IN_PROGRESS
dp042,fill,train,6.522730235169831,0.42809950560331345,44.411290511488914,0.044354789406061176,1.2,draw46,coarse,1,USABLE,,dp042_coarse_a0,0,0.6882258102297782,2.0,47.604747741932606,OK,3072,0.010794501443823955,166.11671741800092,185.91117849999864,True,6.522730236817354,2,-2.525817333065561e-10,-0.009431658126441755,1.0343805312797165,1.0343805312797165,,forebody,1.7264160675095108,1.034322325880507,0.07556709325567548,0.1259451554261258,0.6442352093356838,0.006897472603876131,1.6427566182100914,0.00419871849999999,54715.34964,54722.0535870283,54871.12936,54.7220535870283,0.19491248154,25.036570198,15000,10000,1,1500,0.00015718465166663137,4.906775022795793e-05,True,57.50087094,1.162903601,0.5137194067239761,0.05322574728727341,,IN_PROGRESS
dp043,fill,train,14.501617500218336,0.40262438729405403,29.248394053429365,0.020529763028025626,1.2,draw48,coarse,2,REJECTED,"force criterion not met (p2p 0.0010894242192187563, drift 5.577101307034609e-05) after 9 extensions",dp043_coarse_c0,1,0.6,2.0,33.70601623752571,OK,3072,0.010123885007864118,990.3171201669902,1035.7540723349666,True,14.50161749856548,2,1.1397738308716043e-10,-0.01406119579804821,0.7232721682456784,0.7232721682456784,,forebody,1.8540897343656608,0.7228994914204734,0.06484761926676384,0.1080793654446064,0.6278777228750139,0.00561542974963701,1.5827697001187064,0.0035478501700000054,267389.4299,267416.40272834274,268372.8443,267.41640272834275,5.8401608697,67.458292322,55000,10000,9,1500,0.0010894242192187563,5.577101307034609e-05,False,,,0.4831492647528648,0.02463571563363075,True,IN_PROGRESS
dp044,fill,train,3.1674785062042874,0.5617976656183601,34.31507873348892,0.0562383522093296,1.2,draw50,coarse,1,USABLE,,dp044_coarse_a0,0,0.6741571987420321,2.0,30.50981157335394,OK,3072,0.010997415490045279,180.50515208300203,198.98778533299628,True,3.167478506102813,2,3.203637355397859e-11,-0.004516236564591547,1.0238885462623255,1.0238885462623255,,forebody,1.4806091404994233,1.023853735135387,0.13972501533340947,0.23287502555568246,0.4753166924714287,0.009735156030401176,1.4606325375853544,0.006665027500000004,13328.0411,13329.064353738773,13358.20792,13.329064353738774,0.57272161273,12.322171234,15000,10000,1,1500,0.0003643576752377758,2.7830089924229426e-05,True,52.61685348,1.056757445,0.6741571987420321,0.06748602265119552,,IN_PROGRESS
dp045,fill,train,11.700058762187398,0.9653190945275129,64.5682239253074,0.08374155029654504,1.2,draw51,coarse,1,USABLE,,dp045_coarse_a0,0,1.1583829134330155,2.0,6.0,OK,3072,0.010911529878435487,276.3824037919985,293.38104041700717,True,11.700058763702135,2,-1.294639950799592e-10,-0.006515155317862953,1.375467556159978,1.375467556159978,,forebody,1.670506121484826,1.3752365947174958,0.15385671835001444,0.25642786391669076,0.5464562016211034,0.01145629659910849,1.4741835021040817,0.007771282599999985,175606.0664,175565.17106371874,175930.5894,175.56517106371874,3.3806669656,51.425351814,25000,10000,3,1500,0.0006777972882156924,3.723396573463146e-05,True,54.42253076,0.8940840728,1.1583829134330155,0.10048986035585404,,IN_PROGRESS
dp046,fill,train,8.45184801262078,0.749939881451428,56.341853346675634,0.09465545766055584,1.2,draw52,coarse,1,USABLE,,dp046_coarse_a0,0,0.9268370669335126,2.0,6.0,OK,3072,0.009720542143100405,262.7551917509991,288.0649511669908,True,8.45184801199334,2,7.423694992070295e-11,-0.008446559713043422,1.3045435324544865,1.3045435324544865,,forebody,1.740589372489549,1.3045526011737472,0.12656070566292105,0.21093450943820174,0.5437201537008334,0.010027571183081174,1.5780932628291156,0.006354232300000012,91661.23537,91655.8859306215,91818.26673,91.65588593062151,0.70121559055,50.015918703,25000,10000,3,1500,0.0006246386122972067,0.00012949891410786189,True,46.23350443,0.9511540577,0.8999278577417136,0.113586549192667,,IN_PROGRESS
dp047,fill,test,5.761385305480542,0.3844914589077234,62.96951065771282,0.06894812658429146,1.2,draw54,coarse,1,USABLE,,dp047_coarse_a0,0,1.0593902131542563,2.0,6.0,OK,3072,0.011855483584519743,150.98447304101137,167.47585383299156,True,5.76138530401371,2,2.5459712116315814e-10,-0.010076032958966752,1.3848338101661397,1.3848338101661397,,forebody,1.563557604828916,1.3847583282973739,0.09799222883920947,0.16332038139868246,0.7066551496101452,0.009344769015300555,1.5461000584221156,0.006044090719999992,42759.59762,42766.7157772924,42861.92742,42.7667157772924,0.40704517515,20.242158617,15000,10000,1,1500,0.0002392174412445754,0.00014052176859274295,True,54.6005356,0.8510539995,0.4613897506892681,0.08273775190114975,,IN_PROGRESS
dp048,fill,train,19.525479146107756,0.6501919291913509,59.46841200813651,0.041176734790205956,1.2,draw56,coarse,1,USABLE,,dp048_coarse_a0,0,0.9893682401627303,2.0,6.0,OK,3072,0.009853182363986255,255.55378779199964,272.0884484179842,True,19.525479145432225,2,3.45974360271839e-11,-0.0035825635408140988,1.4180196639032712,1.4180196639032712,,forebody,1.5774452546879314,1.418016004001863,0.10658942625260019,0.17764904375433366,0.6264925398560632,0.009391856830731557,1.616516818000543,0.005809934499999989,489451.8269,489574.7619968759,490223.3548,489.5747619968759,1.4241356345,114.11285754,25000,10000,3,1500,0.0002652429469588888,0.00011987320723902066,True,54.72581713,0.8641674011,0.7802303150296211,0.04941208174824715,,IN_PROGRESS
dp049,fill,train,4.251032938803662,0.4829705869778991,53.597589237615466,0.03547419175505638,1.2,draw58,coarse,1,USABLE,,dp049_coarse_a0,0,0.8719517847523094,2.0,57.25191865037679,OK,3072,0.014232788697137358,152.8455139590078,167.7433560419886,True,4.251032939717538,2,-2.149773692394774e-10,-0.004216125059407383,1.312511767292323,1.312511767292323,,forebody,1.4406164468500262,1.312751362822881,0.10144097105377307,0.1690682850896218,0.6599911387927904,0.009324468837110217,1.5810806785903655,0.005897528799999996,23630.89902,23634.068309150847,23687.58817,23.634068309150848,0.02026929984,6.8742600915,15000,10000,1,1500,0.00037151183907786864,0.00014012111405431086,True,70.55509431,1.368752613,0.5795647043734788,0.042569030106067655,,IN_PROGRESS
dp050,fill,test,10.084227667136117,0.2972342910245061,38.6279091052711,0.07393524311482906,1.2,draw60,coarse,1,USABLE,,dp050_coarse_a0,0,0.6,2.0,43.01787794036703,OK,3072,0.011175909652748514,97.80026191700017,113.39819541599718,True,10.084227665850293,2,1.2750844824438445e-10,-0.01390143152048906,0.8067546320085176,0.8067546320085176,,forebody,1.9994790752258311,0.8067473944474988,0.0492914563025436,0.082152427170906,0.7217614514467041,0.005021186597810402,1.613404302900997,0.0031121688399999986,129520.3648,129568.46736113088,129878.897,129.56846736113087,0.19858093379,35.917498091,10000,10000,0,1500,0.0002374897128846992,1.9415633322980037e-05,True,50.51192669,1.134163721,0.3566811492294073,0.08872229173779488,,IN_PROGRESS
dp051,fill,train,3.4643505936645798,1.2300754928030075,67.29347266256809,0.026436343118548394,1.2,draw61,coarse,2,USABLE,,dp051_coarse_c0,1,1.476090591363609,2.0,6.0,OK,3072,0.015428482168236448,626.7088824590173,665.5603539170115,True,3.46435059228958,2,3.9689973529988265e-10,-0.0027831435667379223,1.4445215838405498,1.4445215838405498,,forebody,1.3364115529648994,1.4446991199909118,0.2431246013624079,0.40520766893734644,0.5603498706382304,0.019925196976985526,1.6199259422697385,0.012300066599999993,15877.15903,15878.218529965849,15894.05856,15.87821852996585,0.15751803394,5.9524544338,30000,10000,4,1500,0.00031260216920142526,0.00011443080634159523,True,,,1.476090591363609,0.03172361174225807,True,IN_PROGRESS
dp052,fill,train,3.3819345704035726,0.5197241426445545,36.862104227766395,0.06317066475749016,1.2,draw66,coarse,1,USABLE,,dp052_coarse_a0,0,0.6236689711734653,2.0,33.90581592555777,OK,3072,0.010684566014095486,207.8007977080124,226.12434791801206,True,3.381934570526792,2,-3.643463308833361e-11,-0.0027404928881035184,0.9801885883591437,0.9801885883591437,,forebody,1.5258768364007755,0.9802147573689473,0.12276598013194244,0.20460996688657074,0.48152085307541814,0.00926493239950972,1.563401286664135,0.005926138399999989,15153.31689,15154.880195307698,15192.53823,15.154880195307697,0.50586881752,13.795848658,20000,10000,2,1500,0.00023025572361918292,5.193445756457502e-06,True,53.53905495,1.127086252,0.6236689711734653,0.07580479770898818,,IN_PROGRESS
dp053,fill,test,9.8805834094756,1.1444981778040528,69.05855194665492,0.03567633703351021,1.2,draw67,coarse,2,REJECTED,"force criterion not met (p2p 0.003435132642780547, drift 0.002171413587313178) after 9 extensions",dp053_coarse_c0,1,1.3733978133648634,2.0,6.0,OK,3072,0.012058177710735916,849.5688217490097,886.3507084159937,True,9.880583410465201,2,-1.001561056312994e-10,-0.005648087122147927,1.4937209980140236,1.4937209980140236,,forebody,1.5015916765697672,1.491295917648191,0.17774054882026252,0.2962342480337709,0.5622654683139954,0.014626480107029993,1.6194906607783308,0.00903153100000001,125419.857,125447.67362307789,125522.4239,125.44767362307789,1.3486009539,33.78555908,55000,10000,9,1500,0.003435132642780547,0.002171413587313178,False,,,1.3733978133648634,0.04281160444021225,True,IN_PROGRESS
dp054,fill,train,9.584135773534857,0.25880305739119647,52.23843099549413,0.027254476174712182,1.2,draw68,coarse,1,USABLE,,dp054_coarse_a0,0,0.8447686199098825,2.0,59.736105049068186,OK,3072,0.013291091090257902,152.98613608400046,168.82109012397996,True,9.584135772698186,2,8.729750256009083e-11,-0.007748216947790154,1.2970117241012253,1.2970117241012253,,forebody,1.497564195232684,1.2970779531083303,0.04335012070339433,0.07225020117232388,0.8267920777126185,0.005788309375077037,1.5713715913316026,0.0036836031700000008,117727.1596,117810.79307919598,118064.1387,117.81079307919597,0.17166645299,20.012109156,15000,10000,1,1500,0.00041302430332661655,2.8857017652235232e-05,True,65.68230661,1.167822096,0.31056366886943576,0.03270537140965462,,IN_PROGRESS
dp055,fill,train,5.405110292112265,0.7015954061411321,58.10925236903131,0.05170083984732628,1.2,draw70,coarse,1,USABLE,,dp055_coarse_a0,0,0.9621850473806262,2.0,6.0,OK,3072,0.01042225773687203,139.88370220900106,153.57898233398737,True,5.405110292958288,2,-1.565230167699383e-10,-0.005236079636077529,1.3643309741601712,1.3643309741601712,,forebody,1.559245606701173,1.3641201925629562,0.13388947921823705,0.22314913203039508,0.564530165934263,0.01046946618986494,1.5309126157703796,0.006838709199999987,37878.17029,37880.753540723315,37933.28413,37.88075354072332,0.37265014829,27.001821006,15000,10000,1,1500,0.0008593139292239761,0.00010593204155180678,True,52.46175368,0.871773739,0.8419144873693586,0.06204100781679153,,IN_PROGRESS
dp056,anchor,train,3.0,1.2,70.0,0.1,1.2,m4_front_hi,coarse,1,USABLE,,dp056_coarse_a0,0,1.44,2.0,6.0,OK,3072,0.01699624125415358,393.30317741498584,421.97336333098065,True,3.000000000124821,2,-4.160694011545729e-11,0.005583236068325448,1.2763256142927237,1.2763256142927237,,forebody,1.4530723660964757,1.2763891985246325,0.2535981249740149,0.4226635416233582,0.5703928512762895,0.019501236740053274,1.4852576159182853,0.013129868199999978,12124.70815,12128.303914405533,12140.05399,12.128303914405533,0.10915064911,3.8474672592,20000,10000,2,1500,0.0001368458536107169,6.366923370060765e-06,True,57.1095154,1.100153745,1.44,0.12,,IN_PROGRESS
dp057,anchor,train,20.0,1.2,70.0,0.1,1.2,m4_front_hi,coarse,1,USABLE,,dp057_coarse_a0,0,1.44,2.0,6.0,OK,3072,0.012812180196383754,362.39837537500716,396.7866969600145,True,20.00000000083214,2,-4.1607162160062217e-11,-0.008246351578490296,1.3639835586368239,1.3639835586368239,,forebody,1.7181615940189765,1.3639756793296394,0.17081572551472718,0.28469287585787867,0.5885836571271006,0.013801056688594632,1.5391824877412539,0.008966484999999996,511181.2433,511233.1621349007,511672.175,511.2331621349007,2.9798756825,56.072162598,20000,10000,2,1500,0.000723580917159476,1.8115302846635585e-05,True,57.16862961,0.9259763417,1.44,0.12,,IN_PROGRESS
dp058,anchor,train,3.0,1.15,70.0,0.1,1.2,m4_front_lo_b,coarse,1,USABLE,,dp058_coarse_a0,0,1.38,2.0,6.0,OK,3072,0.016420038377661005,463.00030329097353,487.80766299995594,True,3.000000000124821,2,-4.160694011545729e-11,-0.0022161014055482875,1.2714576094943346,1.2714576094943346,,forebody,1.4605558850756946,1.2714737542914605,0.2485330701769103,0.41422178362818385,0.5606677832467302,0.02037580954339102,1.6193395408694797,0.012582790099999991,12032.41765,12034.236380439877,12046.31082,12.034236380439877,0.12743545698,4.247296528,25000,10000,3,1500,5.662218087310819e-05,1.1815986426618798e-05,True,57.10179052,1.078502774,1.38,0.12,,IN_PROGRESS
dp059,anchor,train,20.0,1.15,70.0,0.1,1.2,m4_front_lo_b,coarse,2,USABLE,,dp059_coarse_c0,1,1.38,2.0,6.0,OK,3072,0.012387049559109138,381.6113488729752,408.57761903897335,True,20.00000000083214,2,-4.1607162160062217e-11,-0.005009631495661693,1.363479742469643,1.363479742469643,,forebody,1.6854643896441897,1.3636028765416455,0.16602989919066272,0.27671649865110454,0.5827240069374096,0.014012935027947093,1.630760902617263,0.008592881400000002,512920.4478,512901.63962981454,513555.7061,512.9016396298146,1.3956500738,61.626963634,30000,10000,4,1500,0.00042123067142960617,4.530765494032214e-05,True,,,1.38,0.12,True,IN_PROGRESS
dp060,anchor,train,3.0,1.15,68.10731219459836,0.1,1.2,m4_front_lo_b_crit,coarse,1,USABLE,,dp060_coarse_a0,0,1.38,2.0,6.0,OK,3072,0.01643440185706715,303.58169725000334,335.92393187501875,True,3.000000000124821,2,-4.160694011545729e-11,-0.004048386360577361,1.270055278124219,1.270055278124219,,forebody,1.4604058901903259,1.2699266889197627,0.2479722164535208,0.4132870274225347,0.5616592050699735,0.02028377879495885,1.6120255232548797,0.012582790100000019,12010.2598,12012.13725627461,12024.56122,12.01213725627461,0.13326800546,4.2353717409,20000,10000,2,1500,0.0005499261928616876,0.0001543392957257097,True,55.4587455,1.05116412,1.38,0.12,,IN_PROGRESS
dp061,anchor,train,20.0,1.15,68.10731219459836,0.1,1.2,m4_front_lo_b_crit,coarse,2,REJECTED,"force criterion not met (p2p 0.004870752633638949, drift 0.0020881364950512235) after 9 extensions",dp061_coarse_c0,1,1.38,2.0,6.0,OK,3072,0.012400232652135287,569.982297126,585.4119122529664,True,20.00000000083214,2,-4.1607162160062217e-11,-0.0016624663739739365,1.3674386695348026,1.3674386695348026,,forebody,1.7165152223415787,1.3699143660041364,0.16499506498899374,0.2749917749816563,0.5853248124023377,0.013631797063623108,1.586405838472727,0.008592881299999994,514641.9547,514627.0497778605,515242.6903,514.6270497778605,4.6575171278,61.412043546,55000,10000,9,1500,0.004870752633638949,0.0020881364950512235,False,,,1.38,0.12,True,IN_PROGRESS
sc1p2,scale_check,check,6.0,0.5,25.0,0.1,1.2,scale_D1.2,coarse,1,USABLE,,sc1p2_coarse_a0,0,0.6,2.0,24.880808791103146,OK,3072,0.009290084108501328,362.13113899999007,401.47520699999586,True,6.000000001594894,2,-2.6581559176008795e-10,-0.010711385062919465,0.8869041670533978,0.8869041670533978,,forebody,1.9352463607791859,0.8869316047787491,0.09036802713145142,0.15061337855241905,0.5187053721044876,0.006895800054579279,1.5565943237393358,0.004430056020000003,46309.42294,46313.75002087287,46435.00341,46.31375002087287,4.6891225914,35.42871179,15000,10000,1,1500,0.0003940034723075337,2.2157907607631732e-05,True,42.74932093,1.062392017,0.6,0.12,,IN_PROGRESS
sc3,scale_check,check,6.0,0.5,25.0,0.1,3.0,scale_D3,coarse,1,USABLE,,sc3_coarse_a0,0,1.5,2.0,24.880808791103146,OK,3072,0.02322521027125286,102.44908250001026,112.49233766699035,True,6.000000001594894,2,-2.6581559176008795e-10,-0.010740379384133858,0.8869041471454786,0.8869041471454786,,forebody,1.9352267763948074,0.88693302358191,0.22592056260081675,0.1506137084005445,0.5187043180538294,0.017235903234036398,1.556269544078852,0.011075140099999992,46308.15946,46312.392645760614,46433.8906,46.31239264576062,1.8737440397,14.171484711,15000,10000,1,1500,0.00039324053953627714,2.2120977071672585e-05,True,42.74932063,1.062392007,1.5,0.30000000000000004,,IN_PROGRESS
