shape,mach_lo,mach_hi,cd_fore_lo,cd_fore_hi,rel_change,extrapolated
baseline,10.0,20.0,0.8915071428362571,0.8899271761519993,-0.0017722423167931822,False
baseline,6.0,20.0,0.8854985397354658,0.8899271761519993,0.005001291608969227,False
m4_front,10.0,20.0,1.3390477216450283,1.3631104657264748,0.017970042211703507,False
m4_front,6.0,20.0,1.3151349331882147,1.3631104657264748,0.03647955151031956,False
cone_60,10.0,20.0,1.4385074423439246,1.4314218649276345,-0.004925645295755121,False
cone_60,6.0,20.0,1.4244572501190738,1.4314218649276345,0.0048893112151864315,False
cone_40,10.0,20.0,0.850854229186117,0.8288734206149537,-0.025833812440691495,True
cone_40,6.0,20.0,0.8651648320477572,0.8288734206149537,-0.04194739555802951,True
